Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1
,,,,,,,659,23466.235
,,,,,,,660,24884.82671
,,,,,,,661,25924.73127
,,,,,,,662,25306.2882
,,,,,,,663,24780.66201
,,,,,,,664,24050.45213
,,,,,,,665,24379.12294
,,,,,,,666,23841.0231
,,,,,,,667,27235.80186
,,,,,,,668,27278.57669
,,,,,,,669,26199.91137
,,,,,,,670,24951.65742
,,,,,,,671,23227.46213
,,,,,,,672,20765.97727
,,,,,,,673,18362.94483
,,,,,,,674,16971.79742
,,,,,,,675,16589.48989
,,,,,,,676,16364.05316
,,,,,,,677,16447.22044
,,,,,,,678,17283.03646
,,,,,,,679,18371.09221
,,,,,,,680,19488.87818
,,,,,,,681,20433.81026
,,,,,,,682,22066.93109
,,,,,,,683,23032.59626
,,,,,,,684,24406.14386
,,,,,,,685,25190.14906
,,,,,,,686,24198.27346
,,,,,,,687,23953.93468
,,,,,,,688,23341.24666
,,,,,,,689,23728.13537
,,,,,,,690,23457.48215
,,,,,,,691,27356.29257
,,,,,,,692,27555.05574
,,,,,,,693,26663.12809
,,,,,,,694,25347.54683
,,,,,,,695,23468.12081
,,,,,,,696,20826.38792
,,,,,,,697,17574.01591
,,,,,,,698,16547.4953
,,,,,,,699,16099.31026
,,,,,,,700,16077.42519
,,,,,,,701,16203.21412
,,,,,,,702,17525.35784
,,,,,,,703,21187.53982
,,,,,,,704,26691.18198
,,,,,,,705,27711.41521
,,,,,,,706,27249.11683
,,,,,,,707,26535.21108
,,,,,,,708,27141.96245
,,,,,,,709,27516.72106
,,,,,,,710,27001.69702
,,,,,,,711,27154.9272
,,,,,,,712,29009.05929
,,,,,,,713,31386.12443
,,,,,,,714,33848.75966
,,,,,,,715,34150.26586
,,,,,,,716,30869.39491
,,,,,,,717,29206.17957
,,,,,,,718,23793.70087
,,,,,,,719,20969.6236
,,,,,,,720,18865.7715
,,,,,,,721,16627.94413
,,,,,,,722,15595.89752
,,,,,,,723,15115.06142
,,,,,,,724,15034.75687
,,,,,,,725,14937.75383
,,,,,,,726,16190.79994
,,,,,,,727,19557.02358
,,,,,,,728,25151.96495
,,,,,,,729,26464.0353
,,,,,,,730,26518.04636
,,,,,,,731,25625.83097
,,,,,,,732,26166.38915
,,,,,,,733,26474.56663
,,,,,,,734,25772.2476
,,,,,,,735,25610.97714
,,,,,,,736,27287.19437
,,,,,,,737,28996.09149
,,,,,,,738,31193.41023
,,,,,,,739,31647.66564
,,,,,,,740,28642.5051
,,,,,,,741,27574.00776
,,,,,,,742,22961.08033
,,,,,,,743,20620.891
,,,,,,,744,18773.09147
,,,,,,,745,16956.8116
,,,,,,,746,16143.0478
,,,,,,,747,15617.55448
,,,,,,,748,15449.1624
,,,,,,,749,15502.28456
,,,,,,,750,16750.35239
,,,,,,,751,19596.87798
,,,,,,,752,24572.99078
,,,,,,,753,26207.03261
,,,,,,,754,26169.99607
,,,,,,,755,25993.9029
,,,,,,,756,26421.2064
,,,,,,,757,26845.13788
,,,,,,,758,26209.97912
,,,,,,,759,26365.1341
,,,,,,,760,27425.32646
,,,,,,,761,29189.24478
,,,,,,,762,31173.55307
,,,,,,,763,30827.62903
,,,,,,,764,27799.30639
,,,,,,,765,26784.96039
