Time_Index,res_hydro_1,natural_gas_ccs_2,solar_pv_2,onshore_wind_2,battery_2,offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,fusion_2,natural_gas_ccs_3,solar_pv_3,onshore_wind_3,battery_3,offshore_wind_3,natural_gas_3,nuclear_3,ror_hydro_3,pumped_hydro_3,fusion_3,natural_gas_ccs_4,solar_pv_4,onshore_wind_4,battery_4,offshore_wind_4,natural_gas_4,nuclear_4,ror_hydro_4,pumped_hydro_4,fusion_4,natural_gas_ccs_5,solar_pv_5,onshore_wind_5,battery_5,offshore_wind_5,natural_gas_5,nuclear_5,ror_hydro_5,pumped_hydro_5,fusion_5,natural_gas_ccs_6,solar_pv_6,onshore_wind_6,battery_6,offshore_wind_6,natural_gas_6,nuclear_6,ror_hydro_6,pumped_hydro_6,fusion_6,natural_gas_ccs_7,solar_pv_7,onshore_wind_7,battery_7,offshore_wind_7,natural_gas_7,nuclear_7,ror_hydro_7,pumped_hydro_7,fusion_7
8018,3.71E-01,1,0,0.305436383,1,0.481227526,1,1,0.444793349,1,1,1,0,0.287812917,1,0,1,1,0.444793349,1,1,1,0,0.44188254,1,0,1,1,0.444793349,1,1,1,0,0.287812917,1,0,1,1,0.444793349,1,1,1,0,0.44188254,1,0.353004117,1,1,0.444793349,1,1,1,0,0.232304793,1,0,1,1,0.444793349,1,1
8019,3.71E-01,1,0,0.278311347,1,0.513373201,1,1,0.444793349,1,1,1,0,0.258198069,1,0,1,1,0.444793349,1,1,1,0,0.42292368,1,0,1,1,0.444793349,1,1,1,0,0.258198069,1,0,1,1,0.444793349,1,1,1,0,0.42292368,1,0.290132314,1,1,0.444793349,1,1,1,0,0.189632929,1,0,1,1,0.444793349,1,1
8020,3.71E-01,1,0,0.251488506,1,0.534084216,1,1,0.444793349,1,1,1,0,0.17789614,1,0,1,1,0.444793349,1,1,1,0,0.27118476,1,0,1,1,0.444793349,1,1,1,0,0.17789614,1,0,1,1,0.444793349,1,1,1,0,0.27118476,1,0.402591063,1,1,0.444793349,1,1,1,0,0.169541123,1,0,1,1,0.444793349,1,1
8021,3.71E-01,1,0,0.273778027,1,0.588118567,1,1,0.444793349,1,1,1,0,0.198573164,1,0,1,1,0.444793349,1,1,1,0,0.2289303,1,0,1,1,0.444793349,1,1,1,0,0.198573164,1,0,1,1,0.444793349,1,1,1,0,0.2289303,1,0.32973967,1,1,0.444793349,1,1,1,0,0.19750613,1,0,1,1,0.444793349,1,1
8022,3.71E-01,1,0,0.329847388,1,0.694645971,1,1,0.444793349,1,1,1,0,0.25492128,1,0,1,1,0.444793349,1,1,1,0,0.32849712,1,0,1,1,0.444793349,1,1,1,0,0.25492128,1,0,1,1,0.444793349,1,1,1,0,0.32849712,1,0.476693918,1,1,0.444793349,1,1,1,0,0.278397454,1,0,1,1,0.444793349,1,1
8023,3.71E-01,1,0,0.393128226,1,0.74533672,1,1,0.444793349,1,1,1,0,0.300077965,1,0,1,1,0.444793349,1,1,1,0,0.40423374,1,0,1,1,0.444793349,1,1,1,0,0.300077965,1,0,1,1,0.444793349,1,1,1,0,0.40423374,1,0.39907177,1,1,0.444793349,1,1,1,0,0.344964525,1,0,1,1,0.444793349,1,1
8024,3.71E-01,1,0.016693715,0.421780829,1,0.774104892,1,1,0.444793349,1,1,1,0.013586011,0.380852583,1,0,1,1,0.444793349,1,1,1,0.012764519,0.59535,1,0,1,1,0.444793349,1,1,1,0.013586011,0.380852583,1,0,1,1,0.444793349,1,1,1,0.012764519,0.59535,1,0.579013327,1,1,0.444793349,1,1,1,0.010748287,0.336223121,1,0,1,1,0.444793349,1,1
8025,3.71E-01,1,0.08766143,0.357576381,1,0.793550723,1,1,0.444793349,1,1,1,0.107262124,0.255647539,1,0,1,1,0.444793349,1,1,1,0.085881506,0.35775918,1,0,1,1,0.444793349,1,1,1,0.107262124,0.255647539,1,0,1,1,0.444793349,1,1,1,0.085881506,0.35775918,1,0.58220198,1,1,0.444793349,1,1,1,0.085066194,0.265791088,1,0,1,1,0.444793349,1,1
8026,3.71E-01,1,0.120618166,0.300495724,1,0.801735262,1,1,0.444793349,1,1,1,0.091510409,0.211141169,1,0,1,1,0.444793349,1,1,1,0.093017728,0.26698896,1,0,1,1,0.444793349,1,1,1,0.091510409,0.211141169,1,0,1,1,0.444793349,1,1,1,0.093017728,0.26698896,1,0.677865315,1,1,0.444793349,1,1,1,0.084872445,0.239593264,1,0,1,1,0.444793349,1,1
8027,3.71E-01,1,0.151160754,0.278821363,1,0.802309284,1,1,0.444793349,1,1,1,0.113533501,0.262667669,1,0,1,1,0.444793349,1,1,1,0.147953683,0.36497628,1,0,1,1,0.444793349,1,1,1,0.113533501,0.262667669,1,0,1,1,0.444793349,1,1,1,0.147953683,0.36497628,1,0.59845454,1,1,0.444793349,1,1,1,0.123725513,0.213580987,1,0,1,1,0.444793349,1,1
8028,3.71E-01,1,0.169133613,0.16608523,1,0.789005581,1,1,0.444793349,1,1,1,0.16742265,0.162850929,1,0,1,1,0.444793349,1,1,1,0.202251605,0.28964628,1,0,1,1,0.444793349,1,1,1,0.16742265,0.162850929,1,0,1,1,0.444793349,1,1,1,0.202251605,0.28964628,1,0.422295083,1,1,0.444793349,1,1,1,0.173258803,0.096868724,1,0,1,1,0.444793349,1,1
8029,3.71E-01,1,0.127185811,0.178195056,1,0.759108379,1,1,0.444793349,1,1,1,0.15602769,0.189142605,1,0,1,1,0.444793349,1,1,1,0.1491154,0.30966624,1,0,1,1,0.444793349,1,1,1,0.15602769,0.189142605,1,0,1,1,0.444793349,1,1,1,0.1491154,0.30966624,1,0.406538865,1,1,0.444793349,1,1,1,0.113939693,0.159489207,1,0,1,1,0.444793349,1,1
8030,3.71E-01,1,0.088292198,0.125624795,1,0.790552197,1,1,0.444793349,1,1,1,0.041924835,0.11462105,1,0,1,1,0.444793349,1,1,1,0.052481906,0.18362376,1,0,1,1,0.444793349,1,1,1,0.041924835,0.11462105,1,0,1,1,0.444793349,1,1,1,0.052481906,0.18362376,1,0.409440843,1,1,0.444793349,1,1,1,0.063608977,0.096329508,1,0,1,1,0.444793349,1,1
8031,3.71E-01,1,0.082329778,0.0752729,1,0.736603944,1,1,0.444793349,1,1,1,0.084295272,0.065491142,1,0,1,1,0.444793349,1,1,1,0.068741997,0.09421596,1,0,1,1,0.444793349,1,1,1,0.084295272,0.065491142,1,0,1,1,0.444793349,1,1,1,0.068741997,0.09421596,1,0.266338624,1,1,0.444793349,1,1,1,0.052731442,0.051677946,1,0,1,1,0.444793349,1,1
8032,3.71E-01,1,0.030258426,0.051553204,1,0.568774832,1,1,0.444793349,1,1,1,0.026242661,0.042272279,1,0,1,1,0.444793349,1,1,1,0.020093837,0.0437076,1,0,1,1,0.444793349,1,1,1,0.026242661,0.042272279,1,0,1,1,0.444793349,1,1,1,0.020093837,0.0437076,1,0.183330849,1,1,0.444793349,1,1,1,0.022907732,0.02944585,1,0,1,1,0.444793349,1,1
8033,3.71E-01,1,0,0.079015302,1,0.456385366,1,1,0.444793349,1,1,1,0,0.096674431,1,0,1,1,0.444793349,1,1,1,0,0.17294472,1,0,1,1,0.444793349,1,1,1,0,0.096674431,1,0,1,1,0.444793349,1,1,1,0,0.17294472,1,0.078185309,1,1,0.444793349,1,1,1,0,0.057793003,1,0,1,1,0.444793349,1,1
8034,3.71E-01,1,0,0.063571342,1,0.388732548,1,1,0.444793349,1,1,1,0,0.059806445,1,0,1,1,0.444793349,1,1,1,0,0.09302526,1,0,1,1,0.444793349,1,1,1,0,0.059806445,1,0,1,1,0.444793349,1,1,1,0,0.09302526,1,0.048055273,1,1,0.444793349,1,1,1,0,0.041304677,1,0,1,1,0.444793349,1,1
8035,3.71E-01,1,0,0.047467801,1,0.338365329,1,1,0.444793349,1,1,1,0,0.045676575,1,0,1,1,0.444793349,1,1,1,0,0.08310276,1,0,1,1,0.444793349,1,1,1,0,0.045676575,1,0,1,1,0.444793349,1,1,1,0,0.08310276,1,0.026937661,1,1,0.444793349,1,1,1,0,0.028242825,1,0,1,1,0.444793349,1,1
8036,3.71E-01,1,0,0.040954267,1,0.274719616,1,1,0.444793349,1,1,1,0,0.026395205,1,0,1,1,0.444793349,1,1,1,0,0,1,0,1,1,0.444793349,1,1,1,0,0.026395205,1,0,1,1,0.444793349,1,1,1,0,0,1,0.0379787,1,1,0.444793349,1,1,1,0,0.048615205,1,0,1,1,0.444793349,1,1
8037,3.71E-01,1,0,0.198851503,1,0.242377761,1,1,0.444793349,1,1,1,0,0.172714419,1,0,1,1,0.444793349,1,1,1,0,0.06817932,1,0,1,1,0.444793349,1,1,1,0,0.172714419,1,0,1,1,0.444793349,1,1,1,0,0.06817932,1,0.047258079,1,1,0.444793349,1,1,1,0,0.232213806,1,0,1,1,0.444793349,1,1
8038,3.71E-01,1,0,0.269578168,1,0.230113272,1,1,0.444793349,1,1,1,0,0.205047879,1,0,1,1,0.444793349,1,1,1,0,0.13332438,1,0,1,1,0.444793349,1,1,1,0,0.205047879,1,0,1,1,0.444793349,1,1,1,0,0.13332438,1,0.053331655,1,1,0.444793349,1,1,1,0,0.301404621,1,0,1,1,0.444793349,1,1
8039,3.71E-01,1,0,0.2531559,1,0.21774105,1,1,0.444793349,1,1,1,0,0.234536901,1,0,1,1,0.444793349,1,1,1,0,0.19409544,1,0,1,1,0.444793349,1,1,1,0,0.234536901,1,0,1,1,0.444793349,1,1,1,0,0.19409544,1,0.081877366,1,1,0.444793349,1,1,1,0,0.286252236,1,0,1,1,0.444793349,1,1
8040,3.71E-01,1,0,0.211517685,1,0.172604132,1,1,0.444793349,1,1,1,0,0.15775976,1,0,1,1,0.444793349,1,1,1,0,0.0514188,1,0,1,1,0.444793349,1,1,1,0,0.15775976,1,0,1,1,0.444793349,1,1,1,0,0.0514188,1,0.121350411,1,1,0.444793349,1,1,1,0,0.244396357,1,0,1,1,0.444793349,1,1
8041,3.71E-01,1,0,0.221576139,1,0.133064111,1,1,0.444793349,1,1,1,0,0.172465003,1,0,1,1,0.444793349,1,1,1,0,0.11946528,1,0,1,1,0.444793349,1,1,1,0,0.172465003,1,0,1,1,0.444793349,1,1,1,0,0.11946528,1,0.154837487,1,1,0.444793349,1,1,1,0,0.250309719,1,0,1,1,0.444793349,1,1
8042,3.71E-01,1,0,0.21557235,1,0.128141686,1,1,0.444793349,1,1,1,0,0.196489827,1,0,1,1,0.444793349,1,1,1,0,0.17439624,1,0,1,1,0.444793349,1,1,1,0,0.196489827,1,0,1,1,0.444793349,1,1,1,0,0.17439624,1,0.13273416,1,1,0.444793349,1,1,1,0,0.254381478,1,0,1,1,0.444793349,1,1
8043,3.71E-01,1,0,0.206384333,1,0.134105164,1,1,0.444793349,1,1,1,0,0.139112872,1,0,1,1,0.444793349,1,1,1,0,0.13590504,1,0,1,1,0.444793349,1,1,1,0,0.139112872,1,0,1,1,0.444793349,1,1,1,0,0.13590504,1,0.152655287,1,1,0.444793349,1,1,1,0,0.243708474,1,0,1,1,0.444793349,1,1
8044,3.71E-01,1,0,0.260942847,1,0.125527266,1,1,0.444793349,1,1,1,0,0.214703364,1,0,1,1,0.444793349,1,1,1,0,0.14498514,1,0,1,1,0.444793349,1,1,1,0,0.214703364,1,0,1,1,0.444793349,1,1,1,0,0.14498514,1,0.114752186,1,1,0.444793349,1,1,1,0,0.297662686,1,0,1,1,0.444793349,1,1
8045,3.71E-01,1,0,0.234545118,1,0.130993752,1,1,0.444793349,1,1,1,0,0.214971697,1,0,1,1,0.444793349,1,1,1,0,0.09040572,1,0,1,1,0.444793349,1,1,1,0,0.214971697,1,0,1,1,0.444793349,1,1,1,0,0.09040572,1,0.10491086,1,1,0.444793349,1,1,1,0,0.290273447,1,0,1,1,0.444793349,1,1
8046,3.71E-01,1,0,0.172543583,1,0.133606346,1,1,0.444793349,1,1,1,0,0.202041275,1,0,1,1,0.444793349,1,1,1,0,0.11057634,1,0,1,1,0.444793349,1,1,1,0,0.202041275,1,0,1,1,0.444793349,1,1,1,0,0.11057634,1,0.104927943,1,1,0.444793349,1,1,1,0,0.213351591,1,0,1,1,0.444793349,1,1
8047,3.71E-01,1,0,0.14782165,1,0.119667383,1,1,0.444793349,1,1,1,0,0.171213563,1,0,1,1,0.444793349,1,1,1,0,0.13714758,1,0,1,1,0.444793349,1,1,1,0,0.171213563,1,0,1,1,0.444793349,1,1,1,0,0.13714758,1,0.07810986,1,1,0.444793349,1,1,1,0,0.139755272,1,0,1,1,0.444793349,1,1
8048,3.71E-01,1,0.06269501,0.150958812,1,0.077771236,1,1,0.444793349,1,1,1,0.102229176,0.143757258,1,0,1,1,0.444793349,1,1,1,0.070438445,0.06055884,1,0,1,1,0.444793349,1,1,1,0.102229176,0.143757258,1,0,1,1,0.444793349,1,1,1,0.070438445,0.06055884,1,0.058706283,1,1,0.444793349,1,1,1,0.086935757,0.181112992,1,0,1,1,0.444793349,1,1
8049,3.71E-01,1,0.040842298,0.190028286,1,0.051641491,1,1,0.444793349,1,1,1,0.012458913,0.202536096,1,0,1,1,0.444793349,1,1,1,0.021312232,0.15988104,1,0,1,1,0.444793349,1,1,1,0.012458913,0.202536096,1,0,1,1,0.444793349,1,1,1,0.021312232,0.15988104,1,0.045304801,1,1,0.444793349,1,1,1,0.023669341,0.192561055,1,0,1,1,0.444793349,1,1
8050,3.71E-01,1,0.079960718,0.158345351,1,0.048019539,1,1,0.444793349,1,1,1,0.01599017,0.149377537,1,0,1,1,0.444793349,1,1,1,0.020811144,0.14211774,1,0,1,1,0.444793349,1,1,1,0.01599017,0.149377537,1,0,1,1,0.444793349,1,1,1,0.020811144,0.14211774,1,0.044203067,1,1,0.444793349,1,1,1,0.046003223,0.174117263,1,0,1,1,0.444793349,1,1
8051,3.71E-01,1,0.089918955,0.034410025,1,0.074966581,1,1,0.444793349,1,1,1,0.072467977,0.024475863,1,0,1,1,0.444793349,1,1,1,0.06764304,0.00817938,1,0,1,1,0.444793349,1,1,1,0.072467977,0.024475863,1,0,1,1,0.444793349,1,1,1,0.06764304,0.00817938,1,0.063807262,1,1,0.444793349,1,1,1,0.090897043,0.031267226,1,0,1,1,0.444793349,1,1
8052,3.71E-01,1,0.088277791,0.01729967,1,0.088864173,1,1,0.444793349,1,1,1,0.055264438,0.018888159,1,0,1,1,0.444793349,1,1,1,0.085568503,0.00630828,1,0,1,1,0.444793349,1,1,1,0.055264438,0.018888159,1,0,1,1,0.444793349,1,1,1,0.085568503,0.00630828,1,0.057586494,1,1,0.444793349,1,1,1,0.07543879,0.009944471,1,0,1,1,0.444793349,1,1
8053,3.71E-01,1,0.226230716,0.028774629,1,0.084249964,1,1,0.444793349,1,1,1,0.067155988,0.021457986,1,0,1,1,0.444793349,1,1,1,0.068947633,0.0411156,1,0,1,1,0.444793349,1,1,1,0.067155988,0.021457986,1,0,1,1,0.444793349,1,1,1,0.068947633,0.0411156,1,0.045327379,1,1,0.444793349,1,1,1,0.279237836,0.010728993,1,0,1,1,0.444793349,1,1
8054,3.71E-01,1,0.190394771,0.03981162,1,0.091570865,1,1,0.444793349,1,1,1,0.046797405,0.057873009,1,0,1,1,0.444793349,1,1,1,0.063426728,0.11048076,1,0,1,1,0.444793349,1,1,1,0.046797405,0.057873009,1,0,1,1,0.444793349,1,1,1,0.063426728,0.11048076,1,0.026639155,1,1,0.444793349,1,1,1,0.228684693,0.028936504,1,0,1,1,0.444793349,1,1
8055,3.71E-01,1,0.204420499,0.035672645,1,0.080614586,1,1,0.444793349,1,1,1,0.16094855,0.027315724,1,0,1,1,0.444793349,1,1,1,0.241738042,0.0476604,1,0,1,1,0.444793349,1,1,1,0.16094855,0.027315724,1,0,1,1,0.444793349,1,1,1,0.241738042,0.0476604,1,0.015393513,1,1,0.444793349,1,1,1,0.289799426,0.019115705,1,0,1,1,0.444793349,1,1
8056,3.71E-01,1,0.071055584,0.044804464,1,0.080724493,1,1,0.444793349,1,1,1,0.047725775,0.0270378,1,0,1,1,0.444793349,1,1,1,0.074669849,0.0540756,1,0,1,1,0.444793349,1,1,1,0.047725775,0.0270378,1,0,1,1,0.444793349,1,1,1,0.074669849,0.0540756,1,0.004150381,1,1,0.444793349,1,1,1,0.094942088,0.0135189,1,0,1,1,0.444793349,1,1
8057,3.71E-01,1,0,0.026917475,1,0.099977462,1,1,0.444793349,1,1,1,0,0.017139855,1,0,1,1,0.444793349,1,1,1,0,0.024057,1,0,1,1,0.444793349,1,1,1,0,0.017139855,1,0,1,1,0.444793349,1,1,1,0,0.024057,1,0.009673956,1,1,0.444793349,1,1,1,0,0.008569927,1,0,1,1,0.444793349,1,1
8058,3.71E-01,1,0,0.065570032,1,0.139110299,1,1,0.444793349,1,1,1,0,0.051651291,1,0,1,1,0.444793349,1,1,1,0,0.06976692,1,0,1,1,0.444793349,1,1,1,0,0.051651291,1,0,1,1,0.444793349,1,1,1,0,0.06976692,1,0.003340954,1,1,0.444793349,1,1,1,0,0.04705179,1,0,1,1,0.444793349,1,1
8059,3.71E-01,1,0,0.069462312,1,0.139407259,1,1,0.444793349,1,1,1,0,0.048597561,1,0,1,1,0.444793349,1,1,1,0,0.0389772,1,0,1,1,0.444793349,1,1,1,0,0.048597561,1,0,1,1,0.444793349,1,1,1,0,0.0389772,1,0.07334969,1,1,0.444793349,1,1,1,0,0.047883309,1,0,1,1,0.444793349,1,1
8060,3.71E-01,1,0,0.054201443,1,0.171514489,1,1,0.444793349,1,1,1,0,0.017906256,1,0,1,1,0.444793349,1,1,1,0,0.00085536,1,0,1,1,0.444793349,1,1,1,0,0.017906256,1,0,1,1,0.444793349,1,1,1,0,0.00085536,1,0.104559187,1,1,0.444793349,1,1,1,0,0.021020907,1,0,1,1,0.444793349,1,1
8061,3.71E-01,1,0,0.06064646,1,0.26030437,1,1,0.444793349,1,1,1,0,0.060318791,1,0,1,1,0.444793349,1,1,1,0,0.06222582,1,0,1,1,0.444793349,1,1,1,0,0.060318791,1,0,1,1,0.444793349,1,1,1,0,0.06222582,1,0.146677956,1,1,0.444793349,1,1,1,0,0.038575718,1,0,1,1,0.444793349,1,1
8062,3.71E-01,1,0,0.056510714,1,0.267936342,1,1,0.444793349,1,1,1,0,0.0535841,1,0,1,1,0.444793349,1,1,1,0,0.0334044,1,0,1,1,0.444793349,1,1,1,0,0.0535841,1,0,1,1,0.444793349,1,1,1,0,0.0334044,1,0.157255749,1,1,0.444793349,1,1,1,0,0.042170696,1,0,1,1,0.444793349,1,1
8063,3.71E-01,1,0,0.056962102,1,0.244980488,1,1,0.444793349,1,1,1,0,0.04421061,1,0,1,1,0.444793349,1,1,1,0,0.08842122,1,0,1,1,0.444793349,1,1,1,0,0.04421061,1,0,1,1,0.444793349,1,1,1,0,0.08842122,1,0.197106208,1,1,0.444793349,1,1,1,0,0.022105305,1,0,1,1,0.444793349,1,1
8064,3.71E-01,1,0,0.077268732,1,0.239247147,1,1,0.444793349,1,1,1,0,0.073499456,1,0,1,1,0.444793349,1,1,1,0,0.1394415,1,0,1,1,0.444793349,1,1,1,0,0.073499456,1,0,1,1,0.444793349,1,1,1,0,0.1394415,1,0.207090912,1,1,0.444793349,1,1,1,0,0.039302398,1,0,1,1,0.444793349,1,1
8065,3.71E-01,1,0,0.100204822,1,0.250409281,1,1,0.444793349,1,1,1,0,0.10836909,1,0,1,1,0.444793349,1,1,1,0,0.21673818,1,0,1,1,0.444793349,1,1,1,0,0.10836909,1,0,1,1,0.444793349,1,1,1,0,0.21673818,1,0.182300592,1,1,0.444793349,1,1,1,0,0.054184545,1,0,1,1,0.444793349,1,1
8066,3.71E-01,1,0,0.156827147,1,0.307915532,1,1,0.444793349,1,1,1,0,0.132635688,1,0,1,1,0.444793349,1,1,1,0,0.22766508,1,0,1,1,0.444793349,1,1,1,0,0.132635688,1,0,1,1,0.444793349,1,1,1,0,0.22766508,1,0.148512403,1,1,0.444793349,1,1,1,0,0.113726858,1,0,1,1,0.444793349,1,1
8067,3.71E-01,1,0,0.178829562,1,0.305595487,1,1,0.444793349,1,1,1,0,0.09885254,1,0,1,1,0.444793349,1,1,1,0,0.16817544,1,0,1,1,0.444793349,1,1,1,0,0.09885254,1,0,1,1,0.444793349,1,1,1,0,0.16817544,1,0.138139796,1,1,0.444793349,1,1,1,0,0.124074904,1,0,1,1,0.444793349,1,1
8068,3.71E-01,1,0,0.103432423,1,0.270131569,1,1,0.444793349,1,1,1,0,0.0860058,1,0,1,1,0.444793349,1,1,1,0,0.1720116,1,0,1,1,0.444793349,1,1,1,0,0.0860058,1,0,1,1,0.444793349,1,1,1,0,0.1720116,1,0.190456296,1,1,0.444793349,1,1,1,0,0.0430029,1,0,1,1,0.444793349,1,1
8069,3.71E-01,1,0,0.199531616,1,0.285670623,1,1,0.444793349,1,1,1,0,0.254049624,1,0,1,1,0.444793349,1,1,1,0,0.4473954,1,0,1,1,0.444793349,1,1,1,0,0.254049624,1,0,1,1,0.444793349,1,1,1,0,0.4473954,1,0.169567239,1,1,0.444793349,1,1,1,0,0.144051096,1,0,1,1,0.444793349,1,1
8070,3.71E-01,1,0,0.233649262,1,0.347323164,1,1,0.444793349,1,1,1,0,0.29663724,1,0,1,1,0.444793349,1,1,1,0,0.41203242,1,0,1,1,0.444793349,1,1,1,0,0.29663724,1,0,1,1,0.444793349,1,1,1,0,0.41203242,1,0.201851663,1,1,0.444793349,1,1,1,0,0.227516027,1,0,1,1,0.444793349,1,1
8071,3.71E-01,1,0,0.246121419,1,0.410365333,1,1,0.444793349,1,1,1,0,0.2642783,1,0,1,1,0.444793349,1,1,1,0,0.41606622,1,0,1,1,0.444793349,1,1,1,0,0.2642783,1,0,1,1,0.444793349,1,1,1,0,0.41606622,1,0.219380593,1,1,0.444793349,1,1,1,0,0.18795547,1,0,1,1,0.444793349,1,1
8072,3.71E-01,1,0.027074323,0.214064931,1,0.489565581,1,1,0.444793349,1,1,1,0.006795831,0.272178528,1,0,1,1,0.444793349,1,1,1,0.004530554,0.35474112,1,0,1,1,0.444793349,1,1,1,0.006795831,0.272178528,1,0,1,1,0.444793349,1,1,1,0.004530554,0.35474112,1,0.363346672,1,1,0.444793349,1,1,1,0.008476253,0.199625252,1,0,1,1,0.444793349,1,1
8073,3.71E-01,1,0.108434439,0.27192584,1,0.639540941,1,1,0.444793349,1,1,1,0.092457391,0.304685748,1,0,1,1,0.444793349,1,1,1,0.105861484,0.53394552,1,0,1,1,0.444793349,1,1,1,0.092457391,0.304685748,1,0,1,1,0.444793349,1,1,1,0.105861484,0.53394552,1,0.403133551,1,1,0.444793349,1,1,1,0.073251153,0.199791464,1,0,1,1,0.444793349,1,1
8074,3.71E-01,1,0.276900633,0.233309513,1,0.703836307,1,1,0.444793349,1,1,1,0.20452136,0.275270383,1,0,1,1,0.444793349,1,1,1,0.183817937,0.37219338,1,0,1,1,0.444793349,1,1,1,0.20452136,0.275270383,1,0,1,1,0.444793349,1,1,1,0.183817937,0.37219338,1,0.344025316,1,1,0.444793349,1,1,1,0.261512433,0.219572201,1,0,1,1,0.444793349,1,1
8075,3.71E-01,1,0.533914254,0.194039612,1,0.702556723,1,1,0.444793349,1,1,1,0.651303989,0.239455648,1,0,1,1,0.444793349,1,1,1,0.596620963,0.31865562,1,0,1,1,0.444793349,1,1,1,0.651303989,0.239455648,1,0,1,1,0.444793349,1,1,1,0.596620963,0.31865562,1,0.387579,1,1,0.444793349,1,1,1,0.612897481,0.176354233,1,0,1,1,0.444793349,1,1
8076,3.71E-01,1,0.595652119,0.12411158,1,0.687371736,1,1,0.444793349,1,1,1,0.591198365,0.156400364,1,0,1,1,0.444793349,1,1,1,0.662914694,0.25787808,1,0,1,1,0.444793349,1,1,1,0.591198365,0.156400364,1,0,1,1,0.444793349,1,1,1,0.662914694,0.25787808,1,0.368092888,1,1,0.444793349,1,1,1,0.584685983,0.09461264,1,0,1,1,0.444793349,1,1
8077,3.71E-01,1,0.681039444,0.114898116,1,0.677783745,1,1,0.444793349,1,1,1,0.786908701,0.175845519,1,0,1,1,0.444793349,1,1,1,0.787063448,0.27681912,1,0,1,1,0.444793349,1,1,1,0.786908701,0.175845519,1,0,1,1,0.444793349,1,1,1,0.787063448,0.27681912,1,0.360730209,1,1,0.444793349,1,1,1,0.788960779,0.112508793,1,0,1,1,0.444793349,1,1
8078,3.71E-01,1,0.603698397,0.138844257,1,0.65257247,1,1,0.444793349,1,1,1,0.683946096,0.209724741,1,0,1,1,0.444793349,1,1,1,0.684105512,0.3211488,1,0,1,1,0.444793349,1,1,1,0.683946096,0.209724741,1,0,1,1,0.444793349,1,1,1,0.684105512,0.3211488,1,0.320837509,1,1,0.444793349,1,1,1,0.686462562,0.134897689,1,0,1,1,0.444793349,1,1
8079,3.71E-01,1,0.439870515,0.142610273,1,0.622084694,1,1,0.444793349,1,1,1,0.456656955,0.201894014,1,0,1,1,0.444793349,1,1,1,0.45673179,0.38098512,1,0,1,1,0.444793349,1,1,1,0.456656955,0.201894014,1,0,1,1,0.444793349,1,1,1,0.45673179,0.38098512,1,0.234933791,1,1,0.444793349,1,1,1,0.459426722,0.11170879,1,0,1,1,0.444793349,1,1
8080,3.71E-01,1,0.164415527,0.116148024,1,0.602675302,1,1,0.444793349,1,1,1,0.164905748,0.10887215,1,0,1,1,0.444793349,1,1,1,0.164533041,0.16236936,1,0,1,1,0.444793349,1,1,1,0.164905748,0.10887215,1,0,1,1,0.444793349,1,1,1,0.164533041,0.16236936,1,0.225581779,1,1,0.444793349,1,1,1,0.168611463,0.075403767,1,0,1,1,0.444793349,1,1
8081,3.71E-01,1,0,0.171829532,1,0.593394396,1,1,0.444793349,1,1,1,0,0.154684485,1,0,1,1,0.444793349,1,1,1,0,0.17781768,1,0,1,1,0.444793349,1,1,1,0,0.154684485,1,0,1,1,0.444793349,1,1,1,0,0.17781768,1,0.277117341,1,1,0.444793349,1,1,1,0,0.115055231,1,0,1,1,0.444793349,1,1
8082,3.71E-01,1,0,0.240967127,1,0.599215219,1,1,0.444793349,1,1,1,0,0.210330892,1,0,1,1,0.444793349,1,1,1,0,0.23042556,1,0,1,1,0.444793349,1,1,1,0,0.210330892,1,0,1,1,0.444793349,1,1,1,0,0.23042556,1,0.266758816,1,1,0.444793349,1,1,1,0,0.186068643,1,0,1,1,0.444793349,1,1
8083,3.71E-01,1,0,0.268562846,1,0.598445987,1,1,0.444793349,1,1,1,0,0.19725922,1,0,1,1,0.444793349,1,1,1,0,0.18258696,1,0,1,1,0.444793349,1,1,1,0,0.19725922,1,0,1,1,0.444793349,1,1,1,0,0.18258696,1,0.26811626,1,1,0.444793349,1,1,1,0,0.233070661,1,0,1,1,0.444793349,1,1
8084,3.71E-01,1,0,0.440503379,1,0.654092976,1,1,0.444793349,1,1,1,0,0.361422272,1,0,1,1,0.444793349,1,1,1,0,0.3996621,1,0,1,1,0.444793349,1,1,1,0,0.361422272,1,0,1,1,0.444793349,1,1,1,0,0.3996621,1,0.232393363,1,1,0.444793349,1,1,1,0,0.385423971,1,0,1,1,0.444793349,1,1
8085,3.71E-01,1,0,0.454497085,1,0.705685037,1,1,0.444793349,1,1,1,0,0.414077388,1,0,1,1,0.444793349,1,1,1,0,0.37901682,1,0,1,1,0.444793349,1,1,1,0,0.414077388,1,0,1,1,0.444793349,1,1,1,0,0.37901682,1,0.327593518,1,1,0.444793349,1,1,1,0,0.443180713,1,0,1,1,0.444793349,1,1
8086,3.71E-01,1,0,0.464496197,1,0.775179955,1,1,0.444793349,1,1,1,0,0.399748917,1,0,1,1,0.444793349,1,1,1,0,0.33440202,1,0,1,1,0.444793349,1,1,1,0,0.399748917,1,0,1,1,0.444793349,1,1,1,0,0.33440202,1,0.515747169,1,1,0.444793349,1,1,1,0,0.460982204,1,0,1,1,0.444793349,1,1
