Time_Index,None,TEXAS_reference_naturalgas,TEXAS_reference_naturalgas_ccs90,TEXAS_reference_naturalgas_ccs100,TEXAS_uranium
6597,0,4.01,4.49,4.54,0.69
6598,0,4.01,4.49,4.54,0.69
6599,0,4.01,4.49,4.54,0.69
6600,0,4.01,4.49,4.54,0.69
6601,0,4.01,4.49,4.54,0.69
6602,0,4.01,4.49,4.54,0.69
6603,0,4.01,4.49,4.54,0.69
6604,0,4.01,4.49,4.54,0.69
6605,0,4.01,4.49,4.54,0.69
6606,0,4.01,4.49,4.54,0.69
6607,0,4.01,4.49,4.54,0.69
6608,0,4.01,4.49,4.54,0.69
6609,0,4.01,4.49,4.54,0.69
6610,0,4.01,4.49,4.54,0.69
6611,0,4.01,4.49,4.54,0.69
6612,0,4.01,4.49,4.54,0.69
6613,0,4.01,4.49,4.54,0.69
6614,0,4.01,4.49,4.54,0.69
6615,0,4.01,4.49,4.54,0.69
6616,0,4.01,4.49,4.54,0.69
6617,0,4.01,4.49,4.54,0.69
6618,0,4.01,4.49,4.54,0.69
6619,0,4.01,4.49,4.54,0.69
6620,0,4.01,4.49,4.54,0.69
6621,0,4.01,4.49,4.54,0.69
6622,0,4.01,4.49,4.54,0.69
6623,0,4.01,4.49,4.54,0.69
6624,0,4.01,4.49,4.54,0.69
6625,0,4.01,4.49,4.54,0.69
6626,0,4.01,4.49,4.54,0.69
6627,0,4.01,4.49,4.54,0.69
6628,0,4.01,4.49,4.54,0.69
6629,0,4.01,4.49,4.54,0.69
6630,0,4.01,4.49,4.54,0.69
6631,0,4.01,4.49,4.54,0.69
6632,0,4.01,4.49,4.54,0.69
6633,0,4.01,4.49,4.54,0.69
6634,0,4.01,4.49,4.54,0.69
6635,0,4.01,4.49,4.54,0.69
6636,0,4.01,4.49,4.54,0.69
6637,0,4.01,4.49,4.54,0.69
6638,0,4.01,4.49,4.54,0.69
6639,0,4.01,4.49,4.54,0.69
6640,0,4.01,4.49,4.54,0.69
6641,0,4.01,4.49,4.54,0.69
6642,0,4.01,4.49,4.54,0.69
6643,0,4.01,4.49,4.54,0.69
6644,0,4.01,4.49,4.54,0.69
6645,0,4.01,4.49,4.54,0.69
6646,0,4.01,4.49,4.54,0.69
6647,0,4.01,4.49,4.54,0.69
6648,0,4.01,4.49,4.54,0.69
6649,0,4.01,4.49,4.54,0.69
6650,0,4.01,4.49,4.54,0.69
6651,0,4.01,4.49,4.54,0.69
6652,0,4.01,4.49,4.54,0.69
6653,0,4.01,4.49,4.54,0.69
6654,0,4.01,4.49,4.54,0.69
6655,0,4.01,4.49,4.54,0.69
6656,0,4.01,4.49,4.54,0.69
6657,0,4.01,4.49,4.54,0.69
6658,0,4.01,4.49,4.54,0.69
6659,0,4.01,4.49,4.54,0.69
6660,0,4.01,4.49,4.54,0.69
6661,0,4.01,4.49,4.54,0.69
6662,0,4.01,4.49,4.54,0.69
6663,0,4.01,4.49,4.54,0.69
6664,0,4.01,4.49,4.54,0.69
6665,0,4.01,4.49,4.54,0.69
6666,0,4.01,4.49,4.54,0.69
6667,0,4.01,4.49,4.54,0.69
6668,0,4.01,4.49,4.54,0.69
6669,0,4.01,4.49,4.54,0.69
6670,0,4.01,4.49,4.54,0.69
6671,0,4.01,4.49,4.54,0.69
6672,0,4.01,4.49,4.54,0.69
6673,0,4.01,4.49,4.54,0.69
6674,0,4.01,4.49,4.54,0.69
6675,0,4.01,4.49,4.54,0.69
6676,0,4.01,4.49,4.54,0.69
6677,0,4.01,4.49,4.54,0.69
6678,0,4.01,4.49,4.54,0.69
6679,0,4.01,4.49,4.54,0.69
6680,0,4.01,4.49,4.54,0.69
6681,0,4.01,4.49,4.54,0.69
6682,0,4.01,4.49,4.54,0.69
6683,0,4.01,4.49,4.54,0.69
6684,0,4.01,4.49,4.54,0.69
6685,0,4.01,4.49,4.54,0.69
6686,0,4.01,4.49,4.54,0.69
6687,0,4.01,4.49,4.54,0.69
6688,0,4.01,4.49,4.54,0.69
6689,0,4.01,4.49,4.54,0.69
6690,0,4.01,4.49,4.54,0.69
6691,0,4.01,4.49,4.54,0.69
6692,0,4.01,4.49,4.54,0.69
6693,0,4.01,4.49,4.54,0.69
6694,0,4.01,4.49,4.54,0.69
6695,0,4.01,4.49,4.54,0.69
6696,0,4.01,4.49,4.54,0.69
6697,0,4.01,4.49,4.54,0.69
6698,0,4.01,4.49,4.54,0.69
6699,0,4.01,4.49,4.54,0.69
6700,0,4.01,4.49,4.54,0.69
6701,0,4.01,4.49,4.54,0.69
6702,0,4.01,4.49,4.54,0.69
6703,0,4.01,4.49,4.54,0.69
6704,0,4.01,4.49,4.54,0.69
6705,0,4.01,4.49,4.54,0.69
6706,0,4.01,4.49,4.54,0.69
6707,0,4.01,4.49,4.54,0.69
6708,0,4.01,4.49,4.54,0.69
6709,0,4.01,4.49,4.54,0.69
6710,0,4.01,4.49,4.54,0.69
6711,0,4.01,4.49,4.54,0.69
6712,0,4.01,4.49,4.54,0.69
6713,0,4.01,4.49,4.54,0.69
6714,0,4.01,4.49,4.54,0.69
6715,0,4.01,4.49,4.54,0.69
6716,0,4.01,4.49,4.54,0.69
6717,0,4.01,4.49,4.54,0.69
6718,0,4.01,4.49,4.54,0.69
6719,0,4.01,4.49,4.54,0.69
6720,0,4.01,4.49,4.54,0.69
6721,0,4.01,4.49,4.54,0.69
6722,0,4.01,4.49,4.54,0.69
6723,0,4.01,4.49,4.54,0.69
6724,0,4.01,4.49,4.54,0.69
6725,0,4.01,4.49,4.54,0.69
6726,0,4.01,4.49,4.54,0.69
6727,0,4.01,4.49,4.54,0.69
6728,0,4.01,4.49,4.54,0.69
6729,0,4.01,4.49,4.54,0.69
6730,0,4.01,4.49,4.54,0.69
6731,0,4.01,4.49,4.54,0.69
6732,0,4.01,4.49,4.54,0.69
6733,0,4.01,4.49,4.54,0.69
6734,0,4.01,4.49,4.54,0.69
6735,0,4.01,4.49,4.54,0.69
6736,0,4.01,4.49,4.54,0.69
6737,0,4.01,4.49,4.54,0.69
6738,0,4.01,4.49,4.54,0.69
6739,0,4.01,4.49,4.54,0.69
6740,0,4.01,4.49,4.54,0.69
6741,0,4.01,4.49,4.54,0.69
6742,0,4.01,4.49,4.54,0.69
6743,0,4.01,4.49,4.54,0.69
6744,0,4.01,4.49,4.54,0.69
6745,0,4.01,4.49,4.54,0.69
6746,0,4.01,4.49,4.54,0.69
6747,0,4.01,4.49,4.54,0.69
6748,0,4.01,4.49,4.54,0.69
6749,0,4.01,4.49,4.54,0.69
6750,0,4.01,4.49,4.54,0.69
6751,0,4.01,4.49,4.54,0.69
6752,0,4.01,4.49,4.54,0.69
6753,0,4.01,4.49,4.54,0.69
6754,0,4.01,4.49,4.54,0.69
6755,0,4.01,4.49,4.54,0.69
6756,0,4.01,4.49,4.54,0.69
6757,0,4.01,4.49,4.54,0.69
6758,0,4.01,4.49,4.54,0.69
6759,0,4.01,4.49,4.54,0.69
6760,0,4.01,4.49,4.54,0.69
6761,0,4.01,4.49,4.54,0.69
6762,0,4.01,4.49,4.54,0.69
6763,0,4.01,4.49,4.54,0.69
6764,0,4.01,4.49,4.54,0.69
6765,0,4.01,4.49,4.54,0.69
6766,0,4.01,4.49,4.54,0.69
6767,0,4.01,4.49,4.54,0.69
6768,0,4.01,4.49,4.54,0.69
6769,0,4.01,4.49,4.54,0.69
6770,0,4.01,4.49,4.54,0.69
6771,0,4.01,4.49,4.54,0.69
6772,0,4.01,4.49,4.54,0.69
6773,0,4.01,4.49,4.54,0.69
6774,0,4.01,4.49,4.54,0.69
6775,0,4.01,4.49,4.54,0.69
6776,0,4.01,4.49,4.54,0.69
6777,0,4.01,4.49,4.54,0.69
6778,0,4.01,4.49,4.54,0.69
6779,0,4.01,4.49,4.54,0.69
6780,0,4.01,4.49,4.54,0.69
6781,0,4.01,4.49,4.54,0.69
6782,0,4.01,4.49,4.54,0.69
6783,0,4.01,4.49,4.54,0.69
6784,0,4.01,4.49,4.54,0.69
6785,0,4.01,4.49,4.54,0.69
6786,0,4.01,4.49,4.54,0.69
6787,0,4.01,4.49,4.54,0.69
6788,0,4.01,4.49,4.54,0.69
6789,0,4.01,4.49,4.54,0.69
6790,0,4.01,4.49,4.54,0.69
6791,0,4.01,4.49,4.54,0.69
6792,0,4.01,4.49,4.54,0.69
6793,0,4.01,4.49,4.54,0.69
6794,0,4.01,4.49,4.54,0.69
6795,0,4.01,4.49,4.54,0.69
6796,0,4.01,4.49,4.54,0.69
6797,0,4.01,4.49,4.54,0.69
6798,0,4.01,4.49,4.54,0.69
6799,0,4.01,4.49,4.54,0.69
6800,0,4.01,4.49,4.54,0.69
6801,0,4.01,4.49,4.54,0.69
6802,0,4.01,4.49,4.54,0.69
6803,0,4.01,4.49,4.54,0.69
6804,0,4.01,4.49,4.54,0.69
6805,0,4.01,4.49,4.54,0.69
6806,0,4.01,4.49,4.54,0.69
6807,0,4.01,4.49,4.54,0.69
6808,0,4.01,4.49,4.54,0.69
6809,0,4.01,4.49,4.54,0.69
6810,0,4.01,4.49,4.54,0.69
6811,0,4.01,4.49,4.54,0.69
6812,0,4.01,4.49,4.54,0.69
6813,0,4.01,4.49,4.54,0.69
6814,0,4.01,4.49,4.54,0.69
6815,0,4.01,4.49,4.54,0.69
6816,0,4.01,4.49,4.54,0.69
6817,0,4.01,4.49,4.54,0.69
6818,0,4.01,4.49,4.54,0.69
6819,0,4.01,4.49,4.54,0.69
6820,0,4.01,4.49,4.54,0.69
6821,0,4.01,4.49,4.54,0.69
6822,0,4.01,4.49,4.54,0.69
6823,0,4.01,4.49,4.54,0.69
6824,0,4.01,4.49,4.54,0.69
6825,0,4.01,4.49,4.54,0.69
6826,0,4.01,4.49,4.54,0.69
6827,0,4.01,4.49,4.54,0.69
6828,0,4.01,4.49,4.54,0.69
6829,0,4.01,4.49,4.54,0.69
6830,0,4.01,4.49,4.54,0.69
6831,0,4.01,4.49,4.54,0.69
6832,0,4.01,4.49,4.54,0.69
6833,0,4.01,4.49,4.54,0.69
6834,0,4.01,4.49,4.54,0.69
6835,0,4.01,4.49,4.54,0.69
6836,0,4.01,4.49,4.54,0.69
6837,0,4.01,4.49,4.54,0.69
6838,0,4.01,4.49,4.54,0.69
6839,0,4.01,4.49,4.54,0.69
6840,0,4.01,4.49,4.54,0.69
6841,0,4.01,4.49,4.54,0.69
6842,0,4.01,4.49,4.54,0.69
6843,0,4.01,4.49,4.54,0.69
6844,0,4.01,4.49,4.54,0.69
6845,0,4.01,4.49,4.54,0.69
6846,0,4.01,4.49,4.54,0.69
6847,0,4.01,4.49,4.54,0.69
6848,0,4.01,4.49,4.54,0.69
6849,0,4.01,4.49,4.54,0.69
6850,0,4.01,4.49,4.54,0.69
6851,0,4.01,4.49,4.54,0.69
6852,0,4.01,4.49,4.54,0.69
6853,0,4.01,4.49,4.54,0.69
6854,0,4.01,4.49,4.54,0.69
6855,0,4.01,4.49,4.54,0.69
6856,0,4.01,4.49,4.54,0.69
6857,0,4.01,4.49,4.54,0.69
6858,0,4.01,4.49,4.54,0.69
6859,0,4.01,4.49,4.54,0.69
6860,0,4.01,4.49,4.54,0.69
6861,0,4.01,4.49,4.54,0.69
6862,0,4.01,4.49,4.54,0.69
6863,0,4.01,4.49,4.54,0.69
6864,0,4.01,4.49,4.54,0.69
6865,0,4.01,4.49,4.54,0.69
6866,0,4.01,4.49,4.54,0.69
6867,0,4.01,4.49,4.54,0.69
6868,0,4.01,4.49,4.54,0.69
6869,0,4.01,4.49,4.54,0.69
6870,0,4.01,4.49,4.54,0.69
6871,0,4.01,4.49,4.54,0.69
6872,0,4.01,4.49,4.54,0.69
6873,0,4.01,4.49,4.54,0.69
6874,0,4.01,4.49,4.54,0.69
6875,0,4.01,4.49,4.54,0.69
6876,0,4.01,4.49,4.54,0.69
6877,0,4.01,4.49,4.54,0.69
6878,0,4.01,4.49,4.54,0.69
6879,0,4.01,4.49,4.54,0.69
6880,0,4.01,4.49,4.54,0.69
6881,0,4.01,4.49,4.54,0.69
6882,0,4.01,4.49,4.54,0.69
6883,0,4.01,4.49,4.54,0.69
6884,0,4.01,4.49,4.54,0.69
6885,0,4.01,4.49,4.54,0.69
6886,0,4.01,4.49,4.54,0.69
6887,0,4.01,4.49,4.54,0.69
6888,0,4.01,4.49,4.54,0.69
6889,0,4.01,4.49,4.54,0.69
6890,0,4.01,4.49,4.54,0.69
6891,0,4.01,4.49,4.54,0.69
6892,0,4.01,4.49,4.54,0.69
6893,0,4.01,4.49,4.54,0.69
6894,0,4.01,4.49,4.54,0.69
6895,0,4.01,4.49,4.54,0.69
6896,0,4.01,4.49,4.54,0.69
6897,0,4.01,4.49,4.54,0.69
6898,0,4.01,4.49,4.54,0.69
6899,0,4.01,4.49,4.54,0.69
6900,0,4.01,4.49,4.54,0.69
6901,0,4.01,4.49,4.54,0.69
6902,0,4.01,4.49,4.54,0.69
6903,0,4.01,4.49,4.54,0.69
6904,0,4.01,4.49,4.54,0.69
6905,0,4.01,4.49,4.54,0.69
6906,0,4.01,4.49,4.54,0.69
6907,0,4.01,4.49,4.54,0.69
6908,0,4.01,4.49,4.54,0.69
6909,0,4.01,4.49,4.54,0.69
6910,0,4.01,4.49,4.54,0.69
6911,0,4.01,4.49,4.54,0.69
6912,0,4.01,4.49,4.54,0.69
6913,0,4.01,4.49,4.54,0.69
6914,0,4.01,4.49,4.54,0.69
6915,0,4.01,4.49,4.54,0.69
6916,0,4.01,4.49,4.54,0.69
6917,0,4.01,4.49,4.54,0.69
6918,0,4.01,4.49,4.54,0.69
6919,0,4.01,4.49,4.54,0.69
6920,0,4.01,4.49,4.54,0.69
6921,0,4.01,4.49,4.54,0.69
6922,0,4.01,4.49,4.54,0.69
6923,0,4.01,4.49,4.54,0.69
6924,0,4.01,4.49,4.54,0.69
6925,0,4.01,4.49,4.54,0.69
6926,0,4.01,4.49,4.54,0.69
6927,0,4.01,4.49,4.54,0.69
6928,0,4.01,4.49,4.54,0.69
6929,0,4.01,4.49,4.54,0.69
6930,0,4.01,4.49,4.54,0.69
6931,0,4.01,4.49,4.54,0.69
6932,0,4.01,4.49,4.54,0.69
6933,0,4.01,4.49,4.54,0.69
6934,0,4.01,4.49,4.54,0.69
6935,0,4.01,4.49,4.54,0.69
6936,0,4.01,4.49,4.54,0.69
6937,0,4.01,4.49,4.54,0.69
6938,0,4.01,4.49,4.54,0.69
6939,0,4.01,4.49,4.54,0.69
6940,0,4.01,4.49,4.54,0.69
6941,0,4.01,4.49,4.54,0.69
6942,0,4.01,4.49,4.54,0.69
6943,0,4.01,4.49,4.54,0.69
6944,0,4.01,4.49,4.54,0.69
6945,0,4.01,4.49,4.54,0.69
6946,0,4.01,4.49,4.54,0.69
6947,0,4.01,4.49,4.54,0.69
6948,0,4.01,4.49,4.54,0.69
6949,0,4.01,4.49,4.54,0.69
6950,0,4.01,4.49,4.54,0.69
6951,0,4.01,4.49,4.54,0.69
6952,0,4.01,4.49,4.54,0.69
6953,0,4.01,4.49,4.54,0.69
6954,0,4.01,4.49,4.54,0.69
6955,0,4.01,4.49,4.54,0.69
6956,0,4.01,4.49,4.54,0.69
6957,0,4.01,4.49,4.54,0.69
6958,0,4.01,4.49,4.54,0.69
6959,0,4.01,4.49,4.54,0.69
6960,0,4.01,4.49,4.54,0.69
6961,0,4.01,4.49,4.54,0.69
6962,0,4.01,4.49,4.54,0.69
6963,0,4.01,4.49,4.54,0.69
6964,0,4.01,4.49,4.54,0.69
6965,0,4.01,4.49,4.54,0.69
6966,0,4.01,4.49,4.54,0.69
6967,0,4.01,4.49,4.54,0.69
6968,0,4.01,4.49,4.54,0.69
6969,0,4.01,4.49,4.54,0.69
6970,0,4.01,4.49,4.54,0.69
6971,0,4.01,4.49,4.54,0.69
6972,0,4.01,4.49,4.54,0.69
6973,0,4.01,4.49,4.54,0.69
6974,0,4.01,4.49,4.54,0.69
6975,0,4.01,4.49,4.54,0.69
6976,0,4.01,4.49,4.54,0.69
6977,0,4.01,4.49,4.54,0.69
6978,0,4.01,4.49,4.54,0.69
6979,0,4.01,4.49,4.54,0.69
6980,0,4.01,4.49,4.54,0.69
6981,0,4.01,4.49,4.54,0.69
6982,0,4.01,4.49,4.54,0.69
6983,0,4.01,4.49,4.54,0.69
6984,0,4.01,4.49,4.54,0.69
6985,0,4.01,4.49,4.54,0.69
6986,0,4.01,4.49,4.54,0.69
6987,0,4.01,4.49,4.54,0.69
6988,0,4.01,4.49,4.54,0.69
6989,0,4.01,4.49,4.54,0.69
6990,0,4.01,4.49,4.54,0.69
6991,0,4.01,4.49,4.54,0.69
6992,0,4.01,4.49,4.54,0.69
6993,0,4.01,4.49,4.54,0.69
6994,0,4.01,4.49,4.54,0.69
6995,0,4.01,4.49,4.54,0.69
6996,0,4.01,4.49,4.54,0.69
6997,0,4.01,4.49,4.54,0.69
6998,0,4.01,4.49,4.54,0.69
6999,0,4.01,4.49,4.54,0.69
7000,0,4.01,4.49,4.54,0.69
7001,0,4.01,4.49,4.54,0.69
7002,0,4.01,4.49,4.54,0.69
7003,0,4.01,4.49,4.54,0.69
7004,0,4.01,4.49,4.54,0.69
7005,0,4.01,4.49,4.54,0.69
7006,0,4.01,4.49,4.54,0.69
7007,0,4.01,4.49,4.54,0.69
7008,0,4.01,4.49,4.54,0.69
7009,0,4.01,4.49,4.54,0.69
7010,0,4.01,4.49,4.54,0.69
7011,0,4.01,4.49,4.54,0.69
7012,0,4.01,4.49,4.54,0.69
7013,0,4.01,4.49,4.54,0.69
7014,0,4.01,4.49,4.54,0.69
7015,0,4.01,4.49,4.54,0.69
7016,0,4.01,4.49,4.54,0.69
7017,0,4.01,4.49,4.54,0.69
7018,0,4.01,4.49,4.54,0.69
7019,0,4.01,4.49,4.54,0.69
7020,0,4.01,4.49,4.54,0.69
7021,0,4.01,4.49,4.54,0.69
7022,0,4.01,4.49,4.54,0.69
7023,0,4.01,4.49,4.54,0.69
7024,0,4.01,4.49,4.54,0.69
7025,0,4.01,4.49,4.54,0.69
7026,0,4.01,4.49,4.54,0.69
7027,0,4.01,4.49,4.54,0.69
7028,0,4.01,4.49,4.54,0.69
7029,0,4.01,4.49,4.54,0.69
7030,0,4.01,4.49,4.54,0.69
7031,0,4.01,4.49,4.54,0.69
7032,0,4.01,4.49,4.54,0.69
7033,0,4.01,4.49,4.54,0.69
7034,0,4.01,4.49,4.54,0.69
7035,0,4.01,4.49,4.54,0.69
7036,0,4.01,4.49,4.54,0.69
7037,0,4.01,4.49,4.54,0.69
7038,0,4.01,4.49,4.54,0.69
7039,0,4.01,4.49,4.54,0.69
7040,0,4.01,4.49,4.54,0.69
7041,0,4.01,4.49,4.54,0.69
7042,0,4.01,4.49,4.54,0.69
7043,0,4.01,4.49,4.54,0.69
7044,0,4.01,4.49,4.54,0.69
7045,0,4.01,4.49,4.54,0.69
7046,0,4.01,4.49,4.54,0.69
7047,0,4.01,4.49,4.54,0.69
7048,0,4.01,4.49,4.54,0.69
7049,0,4.01,4.49,4.54,0.69
7050,0,4.01,4.49,4.54,0.69
7051,0,4.01,4.49,4.54,0.69
7052,0,4.01,4.49,4.54,0.69
7053,0,4.01,4.49,4.54,0.69
7054,0,4.01,4.49,4.54,0.69
7055,0,4.01,4.49,4.54,0.69
7056,0,4.01,4.49,4.54,0.69
7057,0,4.01,4.49,4.54,0.69
7058,0,4.01,4.49,4.54,0.69
7059,0,4.01,4.49,4.54,0.69
7060,0,4.01,4.49,4.54,0.69
7061,0,4.01,4.49,4.54,0.69
7062,0,4.01,4.49,4.54,0.69
7063,0,4.01,4.49,4.54,0.69
7064,0,4.01,4.49,4.54,0.69
7065,0,4.01,4.49,4.54,0.69
7066,0,4.01,4.49,4.54,0.69
7067,0,4.01,4.49,4.54,0.69
7068,0,4.01,4.49,4.54,0.69
7069,0,4.01,4.49,4.54,0.69
7070,0,4.01,4.49,4.54,0.69
7071,0,4.01,4.49,4.54,0.69
7072,0,4.01,4.49,4.54,0.69
7073,0,4.01,4.49,4.54,0.69
7074,0,4.01,4.49,4.54,0.69
7075,0,4.01,4.49,4.54,0.69
7076,0,4.01,4.49,4.54,0.69
7077,0,4.01,4.49,4.54,0.69
7078,0,4.01,4.49,4.54,0.69
7079,0,4.01,4.49,4.54,0.69
7080,0,4.01,4.49,4.54,0.69
7081,0,4.01,4.49,4.54,0.69
7082,0,4.01,4.49,4.54,0.69
7083,0,4.01,4.49,4.54,0.69
7084,0,4.01,4.49,4.54,0.69
7085,0,4.01,4.49,4.54,0.69
7086,0,4.01,4.49,4.54,0.69
7087,0,4.01,4.49,4.54,0.69
7088,0,4.01,4.49,4.54,0.69
7089,0,4.01,4.49,4.54,0.69
7090,0,4.01,4.49,4.54,0.69
7091,0,4.01,4.49,4.54,0.69
7092,0,4.01,4.49,4.54,0.69
7093,0,4.01,4.49,4.54,0.69
7094,0,4.01,4.49,4.54,0.69
7095,0,4.01,4.49,4.54,0.69
7096,0,4.01,4.49,4.54,0.69
7097,0,4.01,4.49,4.54,0.69
7098,0,4.01,4.49,4.54,0.69
7099,0,4.01,4.49,4.54,0.69
7100,0,4.01,4.49,4.54,0.69
7101,0,4.01,4.49,4.54,0.69
7102,0,4.01,4.49,4.54,0.69
7103,0,4.01,4.49,4.54,0.69
7104,0,4.01,4.49,4.54,0.69
7105,0,4.01,4.49,4.54,0.69
7106,0,4.01,4.49,4.54,0.69
7107,0,4.01,4.49,4.54,0.69
7108,0,4.01,4.49,4.54,0.69
7109,0,4.01,4.49,4.54,0.69
7110,0,4.01,4.49,4.54,0.69
7111,0,4.01,4.49,4.54,0.69
7112,0,4.01,4.49,4.54,0.69
7113,0,4.01,4.49,4.54,0.69
7114,0,4.01,4.49,4.54,0.69
7115,0,4.01,4.49,4.54,0.69
7116,0,4.01,4.49,4.54,0.69
7117,0,4.01,4.49,4.54,0.69
7118,0,4.01,4.49,4.54,0.69
7119,0,4.01,4.49,4.54,0.69
7120,0,4.01,4.49,4.54,0.69
7121,0,4.01,4.49,4.54,0.69
7122,0,4.01,4.49,4.54,0.69
7123,0,4.01,4.49,4.54,0.69
7124,0,4.01,4.49,4.54,0.69
7125,0,4.01,4.49,4.54,0.69
7126,0,4.01,4.49,4.54,0.69
7127,0,4.01,4.49,4.54,0.69
7128,0,4.01,4.49,4.54,0.69
7129,0,4.01,4.49,4.54,0.69
7130,0,4.01,4.49,4.54,0.69
7131,0,4.01,4.49,4.54,0.69
7132,0,4.01,4.49,4.54,0.69
7133,0,4.01,4.49,4.54,0.69
7134,0,4.01,4.49,4.54,0.69
7135,0,4.01,4.49,4.54,0.69
7136,0,4.01,4.49,4.54,0.69
7137,0,4.01,4.49,4.54,0.69
7138,0,4.01,4.49,4.54,0.69
7139,0,4.01,4.49,4.54,0.69
7140,0,4.01,4.49,4.54,0.69
7141,0,4.01,4.49,4.54,0.69
7142,0,4.01,4.49,4.54,0.69
7143,0,4.01,4.49,4.54,0.69
7144,0,4.01,4.49,4.54,0.69
7145,0,4.01,4.49,4.54,0.69
7146,0,4.01,4.49,4.54,0.69
7147,0,4.01,4.49,4.54,0.69
7148,0,4.01,4.49,4.54,0.69
7149,0,4.01,4.49,4.54,0.69
7150,0,4.01,4.49,4.54,0.69
7151,0,4.01,4.49,4.54,0.69
7152,0,4.01,4.49,4.54,0.69
7153,0,4.01,4.49,4.54,0.69
7154,0,4.01,4.49,4.54,0.69
7155,0,4.01,4.49,4.54,0.69
7156,0,4.01,4.49,4.54,0.69
7157,0,4.01,4.49,4.54,0.69
7158,0,4.01,4.49,4.54,0.69
7159,0,4.01,4.49,4.54,0.69
7160,0,4.01,4.49,4.54,0.69
7161,0,4.01,4.49,4.54,0.69
7162,0,4.01,4.49,4.54,0.69
7163,0,4.01,4.49,4.54,0.69
7164,0,4.01,4.49,4.54,0.69
7165,0,4.01,4.49,4.54,0.69
7166,0,4.01,4.49,4.54,0.69
7167,0,4.01,4.49,4.54,0.69
7168,0,4.01,4.49,4.54,0.69
7169,0,4.01,4.49,4.54,0.69
7170,0,4.01,4.49,4.54,0.69
7171,0,4.01,4.49,4.54,0.69
7172,0,4.01,4.49,4.54,0.69
7173,0,4.01,4.49,4.54,0.69
7174,0,4.01,4.49,4.54,0.69
7175,0,4.01,4.49,4.54,0.69
7176,0,4.01,4.49,4.54,0.69
7177,0,4.01,4.49,4.54,0.69
7178,0,4.01,4.49,4.54,0.69
7179,0,4.01,4.49,4.54,0.69
7180,0,4.01,4.49,4.54,0.69
7181,0,4.01,4.49,4.54,0.69
7182,0,4.01,4.49,4.54,0.69
7183,0,4.01,4.49,4.54,0.69
7184,0,4.01,4.49,4.54,0.69
7185,0,4.01,4.49,4.54,0.69
7186,0,4.01,4.49,4.54,0.69
7187,0,4.01,4.49,4.54,0.69
7188,0,4.01,4.49,4.54,0.69
7189,0,4.01,4.49,4.54,0.69
7190,0,4.01,4.49,4.54,0.69
7191,0,4.01,4.49,4.54,0.69
7192,0,4.01,4.49,4.54,0.69
7193,0,4.01,4.49,4.54,0.69
7194,0,4.01,4.49,4.54,0.69
7195,0,4.01,4.49,4.54,0.69
7196,0,4.01,4.49,4.54,0.69
7197,0,4.01,4.49,4.54,0.69
7198,0,4.01,4.49,4.54,0.69
7199,0,4.01,4.49,4.54,0.69
7200,0,4.01,4.49,4.54,0.69
7201,0,4.01,4.49,4.54,0.69
7202,0,4.01,4.49,4.54,0.69
7203,0,4.01,4.49,4.54,0.69
7204,0,4.01,4.49,4.54,0.69
7205,0,4.01,4.49,4.54,0.69
7206,0,4.01,4.49,4.54,0.69
7207,0,4.01,4.49,4.54,0.69
7208,0,4.01,4.49,4.54,0.69
7209,0,4.01,4.49,4.54,0.69
7210,0,4.01,4.49,4.54,0.69
7211,0,4.01,4.49,4.54,0.69
7212,0,4.01,4.49,4.54,0.69
7213,0,4.01,4.49,4.54,0.69
7214,0,4.01,4.49,4.54,0.69
7215,0,4.01,4.49,4.54,0.69
7216,0,4.01,4.49,4.54,0.69
7217,0,4.01,4.49,4.54,0.69
7218,0,4.01,4.49,4.54,0.69
7219,0,4.01,4.49,4.54,0.69
7220,0,4.01,4.49,4.54,0.69
7221,0,4.01,4.49,4.54,0.69
7222,0,4.01,4.49,4.54,0.69
7223,0,4.01,4.49,4.54,0.69
7224,0,4.01,4.49,4.54,0.69
7225,0,4.01,4.49,4.54,0.69
7226,0,4.01,4.49,4.54,0.69
7227,0,4.01,4.49,4.54,0.69
7228,0,4.01,4.49,4.54,0.69
7229,0,4.01,4.49,4.54,0.69
7230,0,4.01,4.49,4.54,0.69
7231,0,4.01,4.49,4.54,0.69
7232,0,4.01,4.49,4.54,0.69
7233,0,4.01,4.49,4.54,0.69
7234,0,4.01,4.49,4.54,0.69
7235,0,4.01,4.49,4.54,0.69
7236,0,4.01,4.49,4.54,0.69
7237,0,4.01,4.49,4.54,0.69
7238,0,4.01,4.49,4.54,0.69
7239,0,4.01,4.49,4.54,0.69
7240,0,4.01,4.49,4.54,0.69
7241,0,4.01,4.49,4.54,0.69
7242,0,4.01,4.49,4.54,0.69
7243,0,4.01,4.49,4.54,0.69
7244,0,4.01,4.49,4.54,0.69
7245,0,4.01,4.49,4.54,0.69
7246,0,4.01,4.49,4.54,0.69
7247,0,4.01,4.49,4.54,0.69
7248,0,4.01,4.49,4.54,0.69
7249,0,4.01,4.49,4.54,0.69
7250,0,4.01,4.49,4.54,0.69
7251,0,4.01,4.49,4.54,0.69
7252,0,4.01,4.49,4.54,0.69
7253,0,4.01,4.49,4.54,0.69
7254,0,4.01,4.49,4.54,0.69
7255,0,4.01,4.49,4.54,0.69
7256,0,4.01,4.49,4.54,0.69
7257,0,4.01,4.49,4.54,0.69
7258,0,4.01,4.49,4.54,0.69
7259,0,4.01,4.49,4.54,0.69
