Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7
,,,,,,,250,0,2030.4,2030.4,2030.4,2030.4,2030.4,2030.4
,,,,,,,251,0,2184.3,2184.3,2184.3,2184.3,2184.3,2184.3
,,,,,,,252,0,2427.9,2427.9,2427.9,2427.9,2427.9,2427.9
,,,,,,,253,0,2619.2,2619.2,2619.2,2619.2,2619.2,2619.2
,,,,,,,254,0,2725.6,2725.6,2725.6,2725.6,2725.6,2725.6
,,,,,,,255,0,2772.8,2772.8,2772.8,2772.8,2772.8,2772.8
,,,,,,,256,0,2801.0,2801.0,2801.0,2801.0,2801.0,2801.0
,,,,,,,257,0,2794.0,2794.0,2794.0,2794.0,2794.0,2794.0
,,,,,,,258,0,2767.3,2767.3,2767.3,2767.3,2767.3,2767.3
,,,,,,,259,0,2727.8,2727.8,2727.8,2727.8,2727.8,2727.8
,,,,,,,260,0,2691.9,2691.9,2691.9,2691.9,2691.9,2691.9
,,,,,,,261,0,2682.2,2682.2,2682.2,2682.2,2682.2,2682.2
,,,,,,,262,0,2764.2,2764.2,2764.2,2764.2,2764.2,2764.2
,,,,,,,263,0,2880.6,2880.6,2880.6,2880.6,2880.6,2880.6
,,,,,,,264,0,2825.0,2825.0,2825.0,2825.0,2825.0,2825.0
,,,,,,,265,0,2722.2,2722.2,2722.2,2722.2,2722.2,2722.2
,,,,,,,266,0,2592.0,2592.0,2592.0,2592.0,2592.0,2592.0
,,,,,,,267,0,2434.3,2434.3,2434.3,2434.3,2434.3,2434.3
,,,,,,,268,0,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4
,,,,,,,269,0,2115.8,2115.8,2115.8,2115.8,2115.8,2115.8
,,,,,,,270,0,2018.7,2018.7,2018.7,2018.7,2018.7,2018.7
,,,,,,,271,0,1969.2,1969.2,1969.2,1969.2,1969.2,1969.2
,,,,,,,272,0,1949.4,1949.4,1949.4,1949.4,1949.4,1949.4
,,,,,,,273,0,1957.4,1957.4,1957.4,1957.4,1957.4,1957.4
