Imports,Net Electric,Gross Electric,Recirc Power,Salt Heating,Fixed plant power,Var plant power,Reactor Thermal power,Turbine Thermal input,Tritium inventory,Tritium exports,Deuterium inventory,Deuterium imports,Commitment State,,Net+Recirc-Gross,Recirc-heating-fixed-var-magnet
2.10E-05,0.000189239,1036.648473,1036.648284,22.71874041,375.3740746,217.5031092,2610.038354,2591.621183,0.224405942,7629.740888,0.33176102,10058.03581,37.53740746,,,
2.10E-05,0.000192351,1035.163917,1035.163724,22.68821046,374.2269104,217.1962436,2606.355966,2587.909792,0.183345025,8503.968727,0.36948462,10734.04809,37.42269104,,,
1.99E-05,1824.964815,3341.013658,1516.048843,22.4470635,374.9489145,697.600505,8371.209409,8352.534145,0.170920519,10155.64488,0.385622329,11848.13976,37.49489145,,,
1.99E-05,4091.897121,6212.558961,2120.66184,22.33759635,381.4243471,1295.847537,15550.17666,15531.3974,0.19178144,12553.64269,0.375413634,13350.67461,38.14243471,,,
1.99E-05,5175.755673,7587.844254,2412.088582,22.1683318,386.4892982,1582.378592,18988.5507,18969.61064,0.217936445,15231.57746,0.356955471,15011.66991,38.64892982,,,
1.99E-05,6426.635898,9179.351264,2752.715366,21.91972469,395.7811806,1913.962101,22967.5544,22948.37816,0.253040586,17925.14004,0.327846278,16695.86879,39.57811806,,,
1.99E-05,6548.206423,9334.588777,2786.382354,21.88859305,397.1357001,1946.305701,23355.67775,23336.47194,0.275869759,20076.35673,0.303655356,18143.65207,39.71357001,,,
1.98E-05,6453.678551,9213.565552,2759.887001,21.86290941,395.8771594,1921.094572,23053.14409,23033.91388,0.285730246,21636.57006,0.286278337,19309.1999,39.58771594,,,
1.98E-05,6377.223163,9112.545919,2735.322756,21.83064645,392.3883713,1900.051378,22800.62566,22781.3648,0.28616179,22738.37696,0.274274379,20214.3274,39.23883713,,,
1.98E-05,6721.103869,9547.809177,2826.705308,21.58657773,393.3158607,1990.750509,23889.01567,23869.52294,0.288495285,23553.57809,0.260397784,20899.2509,39.33158607,,,
1.98E-05,6688.426077,9503.671309,2815.245232,21.58637957,391.0513528,1981.55514,23778.67119,23759.17827,0.287502106,23921.06117,0.248806629,21281.31305,39.10513528,,,
1.98E-05,6731.709153,9559.178029,2827.468876,21.57711692,391.7196306,1993.119768,23917.44678,23897.94507,0.28741872,23929.1587,0.237032142,21380.5892,39.17196306,,,
1.98E-05,6896.073695,9770.837045,2874.76335,21.53928949,394.9533268,2037.218374,24446.63026,24427.09261,0.293675433,23547.67692,0.221885275,21183.18034,39.49533268,,,
1.98E-05,6865.67546,9732.241412,2866.565953,21.5270513,394.8079525,2029.178589,24350.15281,24330.60353,0.305914275,22591.94531,0.20461906,20630.08175,39.48079525,,,
1.98E-05,6845.642602,9706.588789,2860.946187,21.54969839,394.5116272,2023.832502,24285.99973,24266.47197,0.328836792,20993.22226,0.183368984,19707.59039,39.45116272,,,
2.00E-05,6359.919826,9083.757674,2723.837847,21.74154713,386.9830574,1894.060883,22728.73969,22709.39418,0.357173451,18658.27616,0.163218366,18387.21298,38.69830574,,,
1.99E-05,5749.188167,8302.798108,2553.609941,22.00132919,379.2157791,1731.340473,20776.09398,20756.99527,0.391620954,15827.86805,0.144574027,16759.10083,37.92157791,,,
1.99E-05,4171.483621,6296.094111,2124.61049,22.09881775,368.1897232,1313.269589,15759.24138,15740.23528,0.412444866,12767.81982,0.140797148,14945.49852,36.81897232,,,
1.99E-05,451.3926482,1580.319332,1128.926684,22.34635355,354.7306637,330.7973067,3969.569269,3950.79833,0.370148485,10044.46547,0.183947527,13266.48143,35.47306637,,,
2.07E-05,0.000181007,1028.475362,1028.475181,22.51372409,369.0924884,215.8166088,2589.800342,2571.188406,0.328796572,8529.076178,0.22909633,12317.28034,36.90924884,,,
2.09E-05,0.000192229,1031.952587,1031.952394,22.59004874,371.7749977,216.5349879,2598.420894,2579.881466,0.292707581,7781.790545,0.27228926,11904.50097,37.17749977,,,
2.09E-05,0.000176951,1037.271267,1037.27109,22.60453702,375.9722938,217.6418988,2611.70383,2593.178166,0.258086698,7584.233744,0.315494929,11920.52836,37.59722938,,,
2.08E-05,0.000176023,1038.526735,1038.526559,22.57999758,376.9888042,217.9053974,2614.865814,2596.316838,0.221297148,7898.926057,0.360698343,12354.11218,37.69888042,,,
1.99E-05,386.1893263,1525.173633,1138.984307,22.4803012,376.1536257,319.2980198,3831.57777,3812.934082,0.186438712,8838.294899,0.404472534,13262.89257,37.61536257,,,
1.99E-05,1720.734739,3212.144627,1491.409889,22.31485122,377.2794097,670.7632678,8049.162434,8030.361568,0.16844246,10633.89733,0.435511592,14736.6447,37.72794097,,,
1.99E-05,4150.267794,6289.628442,2139.360648,22.17370813,384.2179331,1311.916647,15743.00606,15724.0711,0.184356662,13457.00079,0.440348466,16785.12876,38.42179331,,,
1.99E-05,6440.793718,9195.440291,2754.646572,22.02832472,394.2605051,1917.305382,23007.67379,22988.60073,0.226850935,16903.80258,0.42230156,19119.3999,39.42605051,,,
1.99E-05,7332.659625,10334.30208,3001.64246,21.85791615,404.1505318,2154.581652,25854.99017,25835.75521,0.266996526,20088.43478,0.400980586,21261.30562,40.41505318,,,
1.98E-05,7378.316079,10390.91542,3012.599337,21.59023474,403.5594598,2166.397283,25996.77779,25977.28854,0.290936638,22557.87302,0.38688972,22960.84765,40.35594598,,,
1.97E-05,7396.3249,10413.27135,3016.946448,21.45897032,403.3699591,2171.065158,26052.79232,26033.17837,0.303264499,24281.80107,0.378272961,24196.27897,40.33699591,,,
1.97E-05,7375.625775,10386.29092,3010.665141,21.47167474,402.697875,2165.443232,25985.32917,25965.72729,0.307823751,25330.17739,0.37368747,24997.36777,40.2697875,,,
1.97E-05,7295.058744,10282.27199,2987.213243,21.49672248,400.8935133,2143.770647,25725.25806,25705.67997,0.307120224,25826.0258,0.372195939,25403.90211,40.08935133,,,
1.97E-05,7199.146085,10159.40436,2960.258275,21.48648255,399.5453866,2118.174046,25418.09871,25398.5109,0.303846388,25888.05565,0.372409611,25464.13522,39.95453866,,,
1.98E-05,6954.934256,9846.57512,2891.640864,21.49676569,396.0912388,2053.000499,24636.01585,24616.4378,0.297352785,25568.44978,0.375177035,25232.26775,39.60912388,,,
1.98E-05,6951.206487,9842.874136,2891.66765,21.56767763,396.8237646,2052.223848,24626.69602,24607.18534,0.294079493,25096.58379,0.375932668,24789.5,39.68237646,,,
1.98E-05,7074.142024,10000.89278,2926.750755,21.5340455,399.0173016,2085.147047,25021.77458,25002.23195,0.297507879,24529.06414,0.371940449,24161.63588,39.90173016,,,
1.98E-05,7065.616232,9990.34563,2924.729398,21.47522569,399.2474297,2082.954382,24995.46258,24975.86407,0.306424575,23714.43079,0.363913982,23266.12991,39.92474297,,,
1.98E-05,7167.943705,10121.74329,2953.799586,21.59852984,400.8295742,2110.319123,25323.8396,25304.35823,0.325070994,22645.26273,0.348725965,22051.52405,40.08295742,,,
1.98E-05,7207.803092,10173.64649,2965.8434,21.53885138,402.115179,2121.13701,25453.6543,25434.11623,0.354942067,21162.7974,0.325271684,20400.34084,40.2115179,,,
1.98E-05,7161.384103,10114.8247,2953.440598,21.60357289,401.9073147,2108.877351,25306.53833,25287.06175,0.397938092,19130.44013,0.292756465,18301.01161,40.19073147,,,
1.98E-05,6966.545741,9865.140524,2898.594783,21.57835104,399.1022404,2056.861831,24682.35185,24662.85131,0.455133315,16466.70017,0.251618581,15819.03919,39.91022404,,,
2.01E-05,5239.339605,7663.790305,2424.4507,21.95344211,383.2272063,1598.217691,19178.61997,19159.47576,0.497280799,13124.31042,0.223263396,13069.38823,38.32272063,,,
2.00E-05,2322.319113,3961.792883,1639.47377,22.01956077,369.4385465,826.9633024,9923.563598,9904.482207,0.497083205,9951.486335,0.226027431,10519.0855,36.94385465,,,
2.12E-05,0.000209204,1022.858729,1022.858519,22.29941549,364.8433005,214.6634434,2575.962351,2557.146821,0.45977834,7933.819863,0.253947541,8591.455486,36.48433005,,,
2.12E-05,0.000206445,1024.108181,1024.107974,22.31730999,365.8159752,214.9223292,2579.068982,2560.270452,0.429184679,6972.991386,0.275996366,7329.57156,36.58159752,,,
2.12E-05,0.000207298,1021.627948,1021.627741,22.34162582,363.8300656,214.4036892,2572.845299,2554.06987,0.402258644,6439.993433,0.294101048,6473.567544,36.38300656,,,
2.01E-05,56.77990882,1086.584977,1029.805068,22.354998,358.4623705,227.9353395,2735.225168,2716.462442,0.378674056,6122.446394,0.308716563,5884.193071,35.84623705,,,
2.00E-05,471.8925538,1608.664766,1136.772213,22.34031718,356.6764544,336.7030811,4040.438589,4021.661916,0.365506946,5931.358295,0.315391776,5478.638363,35.66764544,,,
2.11E-05,0.000200543,1013.623729,1013.623529,22.56502738,357.287683,212.7184584,2552.622521,2534.059323,0.342980601,5787.876196,0.327600899,5183.124148,35.7287683,,,
2.10E-05,0.000206779,1030.902907,1030.902701,22.6696019,370.8707319,216.3100069,2595.721121,2577.257268,0.321196597,5724.368642,0.338747431,4997.283634,37.08707319,,,
2.00E-05,241.8302226,1336.983506,1095.153284,22.6358813,371.3856,280.0794423,3360.954652,3342.458765,0.3047155,5727.934806,0.345885221,4898.818533,37.13856,,,
1.99E-05,1350.8706,2743.320922,1392.450321,22.46868867,375.8497498,573.0795228,6876.957024,6858.302304,0.312376138,5776.333576,0.336525948,4860.466345,37.58497498,,,
1.99E-05,2088.141604,3677.864781,1589.723177,22.30090342,378.5805485,767.7893653,9213.47607,9194.661954,0.336262273,5782.282585,0.316141862,4821.647629,37.85805485,,,
1.99E-05,1842.97534,3367.514471,1524.53913,22.24063746,378.1082853,703.1378475,8437.657545,8418.786177,0.355397901,5688.785028,0.29901488,4747.58453,37.81082853,,,
1.99E-05,1420.423772,2832.309543,1411.885771,22.26263182,376.9356548,591.6351242,7099.62433,7080.773856,0.366388907,5520.594007,0.287645987,4650.15335,37.69356548,,,
1.98E-05,1245.415882,2611.735323,1366.31944,22.25519219,377.3291191,545.682769,6548.195848,6529.338306,0.374958807,5316.912974,0.278361809,4547.884804,37.73291191,,,
2.11E-05,0.000220585,1039.012229,1039.012008,22.56584657,377.3861396,218.0076621,2616.092992,2597.530572,0.357724231,5091.25009,0.286855412,4446.07181,37.73861396,,,
2.12E-05,0.000201846,1039.102918,1039.102717,22.65312918,377.3775816,218.0196459,2616.236798,2597.757296,0.341600983,4931.783328,0.295094824,4391.449202,37.73775816,,,
2.12E-05,0.000200229,1036.594304,1036.594103,22.68751567,375.359932,217.4942958,2609.932593,2591.485759,0.326165545,4826.699634,0.303301013,4377.986954,37.5359932,,,
1.98E-05,818.9638255,2064.489766,1245.525941,22.34953085,370.4581948,431.6658553,5179.992336,5161.224416,0.329017736,4770.014603,0.299691034,4402.208743,37.04581948,,,
1.98E-05,962.4054198,2243.390758,1280.985338,22.2931118,368.6985195,468.9413468,5627.298413,5608.476895,0.335408297,4709.081242,0.294155799,4434.711022,36.86985195,,,
1.99E-05,951.1877747,2214.125621,1262.937846,22.23734172,356.7992838,462.8488609,5554.188552,5535.314052,0.341801309,4635.613444,0.289131041,4471.585547,35.67992838,,,
2.00E-05,787.5534727,2008.633353,1221.07988,22.22786894,357.7609126,420.0387387,5040.466881,5021.583382,0.345210038,4550.535795,0.286682321,4512.880914,35.77609126,,,
2.01E-05,469.3015854,1606.59011,1137.288525,22.39069762,357.5785945,336.2668728,4035.204087,4016.475276,0.342234823,4462.233211,0.289125482,4561.592296,35.75785945,,,
2.70E-05,2.66E-05,1024.42705,1024.427023,22.86244388,365.5666156,214.9456038,2579.348277,2561.067624,0.329629724,4389.576721,0.298634227,4628.043365,36.55666156,,,
2.68E-05,2.73E-05,1032.779399,1032.779372,22.88317741,372.1598001,216.6840345,2600.209454,2581.948498,0.317363141,4361.826435,0.30853593,4733.56886,37.21598001,,,
2.65E-05,2.77E-05,1032.454253,1032.454226,22.85144355,371.9316141,216.618808,2599.426736,2581.135633,0.304977155,4378.205573,0.319118089,4879.392722,37.19316141,,,
2.64E-05,2.81E-05,1033.595419,1033.595391,22.88116215,372.8076706,216.854198,2602.251417,2583.988547,0.29217103,4441.38872,0.33056516,5068.566142,37.28076706,,,
2.64E-05,2.82E-05,1033.790865,1033.790837,22.94164744,372.9067017,216.8901275,2602.682571,2584.477162,0.27855631,4557.974951,0.343114575,5306.501443,37.29067017,,,
2.64E-05,2.81E-05,1033.618701,1033.618673,22.97469824,372.7399711,216.8516435,2602.220763,2584.046752,0.263681383,4738.536628,0.357033165,5601.033619,37.27399711,,,
2.63E-05,2.82E-05,1033.579708,1033.57968,22.98624181,372.698472,216.8426062,2602.112315,2583.94927,0.246990788,4999.236944,0.372631179,5962.763389,37.2698472,,,
2.62E-05,2.81E-05,1033.482592,1033.482564,22.94469587,372.6598455,216.8256627,2601.908993,2583.70648,0.227756635,5364.395097,0.390289541,6406.469688,37.26598455,,,
2.63E-05,2.81E-05,1033.412963,1033.412935,22.97194952,372.5796264,216.8089991,2601.70903,2583.532407,0.204993505,5871.100411,0.410486866,6953.299153,37.25796264,,,
2.62E-05,2.80E-05,1033.424324,1033.424296,22.95734125,372.6020721,216.8125224,2601.751309,2583.560809,0.177294015,6580.202028,0.433855168,7636.540189,37.26020721,,,
2.53E-05,4.65E-05,1031.997712,1031.997666,22.90388666,371.5218757,216.5195436,2598.235563,2579.994281,0.142418115,7607.501658,0.461297006,8510.683119,37.15218757,,,
1.99E-05,2127.966819,3722.135064,1594.168245,22.5655369,373.5589615,776.9913871,9323.900375,9305.337661,0.143043557,9233.933075,0.462938519,9677.570674,37.35589615,,,
1.99E-05,4732.536131,7024.498474,2291.962342,22.30015909,383.6053253,1465.004498,17580.06101,17561.24618,0.185943849,11417.90909,0.432712816,11067.81915,38.36053253,,,
1.99E-05,5796.056867,8375.499527,2579.44266,22.11096454,389.8014195,1746.477916,20957.74338,20938.74882,0.236663815,13672.36638,0.393259655,12457.41075,38.98014195,,,
1.99E-05,6041.884193,8688.451833,2646.56764,21.9866235,391.8425259,1811.686131,21740.24226,21721.12958,0.278860127,15679.1207,0.356008105,13714.255,39.18425259,,,
1.99E-05,5768.239591,8339.462842,2571.223251,21.94957517,389.2382633,1738.983053,20867.80498,20848.65711,0.304176991,17231.13836,0.327728615,14774.88217,38.92382633,,,
1.98E-05,5854.57923,8448.605195,2594.025966,21.88954164,389.3582774,1761.725787,21140.7179,21121.51299,0.323271745,18397.74605,0.30223891,15648.8646,38.93582774,,,
1.98E-05,5809.579957,8389.221149,2579.641192,21.90717841,387.3289345,1749.352719,20992.24103,20973.05287,0.336164154,19140.13064,0.280457495,16299.35282,38.73289345,,,
1.98E-05,5801.153266,8374.538333,2573.385067,21.86477336,384.1707764,1746.297157,20955.57427,20936.34583,0.346030466,19538.10801,0.260785751,16717.22277,38.41707764,,,
1.99E-05,5909.391203,8509.278905,2599.887702,21.844498,382.6211401,1774.369704,21292.44496,21273.19726,0.357499947,19644.69701,0.240363505,16892.39482,38.26211401,,,
1.99E-05,5891.88222,8485.325882,2593.443662,21.82481667,381.1854344,1769.381051,21232.5811,21213.31471,0.370509,19363.68496,0.21976176,16793.85744,38.11854344,,,
1.99E-05,5695.365255,8233.973187,2538.607933,21.85344928,378.6884632,1717.01366,20604.17217,20584.93297,0.384159783,18643.08858,0.200374712,16427.15943,37.86884632,,,
1.99E-05,5668.287545,8199.451744,2531.164199,21.73424502,378.5464608,1709.831133,20517.9818,20498.62936,0.405081365,17512.53804,0.178608165,15828.29702,37.85464608,,,
1.99E-05,5481.386589,7962.681433,2481.294844,21.96075136,377.7956598,1660.486073,19925.84084,19906.70358,0.433403875,15857.33934,0.155601823,14969.0375,37.77956598,,,
1.99E-05,4630.678011,6890.787878,2260.109867,22.19425057,379.7067373,1437.156519,17245.88513,17226.9697,0.457908725,13725.71027,0.139919233,13867.01189,37.97067373,,,
1.99E-05,2544.227789,4246.769545,1702.541756,22.24950732,372.924676,886.3152125,10635.7868,10616.92386,0.452171762,11459.39801,0.149362161,12670.30129,37.2924676,,,
1.99E-05,259.803377,1362.361348,1102.557971,22.43385918,373.6892678,285.382484,3424.591178,3405.90337,0.408415056,9709.205805,0.187756426,11696.78061,37.36892678,,,
2.06E-05,0.000175669,1037.912897,1037.912721,22.49770047,376.5786312,217.7840296,2613.409401,2594.782242,0.36568762,8750.224315,0.227281559,11129.24856,37.65786312,,,
2.06E-05,0.000175671,1038.830136,1038.829961,22.50243412,377.3004202,217.9747463,2615.698002,2597.075341,0.326262751,8278.185204,0.265450319,10839.30158,37.73004202,,,
2.07E-05,0.00017571,1039.079665,1039.07949,22.50563031,377.4950209,218.0264785,2616.318789,2597.699164,0.287732098,8150.401014,0.303239835,10758.21281,37.74950209,,,
2.07E-05,0.000176432,1039.14153,1039.141354,22.47414055,377.5729934,218.04186,2616.503366,2597.853826,0.248003763,8322.651113,0.341514542,10862.93361,37.75729934,,,
2.07E-05,0.000179076,1036.853659,1036.85348,22.46764032,375.7677446,217.5657349,2610.789863,2592.134147,0.204745215,8824.039485,0.381201057,11161.39935,37.57677446,,,
1.99E-05,1014.302399,2310.812049,1296.509651,22.30933098,370.1618001,482.9861596,5795.836233,5777.030123,0.176970935,9785.029696,0.40857374,11693.38436,37.01618001,,,
1.99E-05,3813.301698,5850.242623,2036.940925,22.14133268,373.3666981,1220.380534,14644.57226,14625.60656,0.200524686,11261.24604,0.398313848,12434.03973,37.33666981,,,
1.99E-05,5474.030013,7955.443725,2481.413712,22.04483527,379.3449561,1658.971561,19907.66669,19888.60931,0.250780646,12688.924,0.366821251,13122.46762,37.93449561,,,
2.00E-05,4170.966403,6294.069375,2123.102972,22.15137403,367.0556293,1312.843609,15754.12961,15735.17344,0.266365022,13515.42318,0.356590768,13549.9335,36.70556293,,,
2.00E-05,4622.635912,6867.806418,2245.170506,22.02403661,369.7119173,1432.382192,17188.59319,17169.51605,0.287412191,14165.21932,0.341207957,13874.30835,36.97119173,,,
1.99E-05,4827.886704,7129.328996,2301.442291,21.90784705,371.6068449,1486.875239,17842.51001,17823.32249,0.310862373,14473.9581,0.323540205,14035.92616,37.16068449,,,
1.99E-05,4150.048124,6268.202282,2118.154157,21.93831799,367.6919795,1307.4715,15689.66428,15670.5057,0.320183713,14350.4989,0.315728454,14006.59306,36.76919795,,,
1.98E-05,4293.610347,6462.507478,2168.897131,21.90249157,377.9877102,1347.954569,16175.4613,16156.2687,0.334904856,14060.68197,0.305056101,13876.06247,37.79877102,,,
1.98E-05,2968.59577,4782.256847,1813.661077,21.99437907,372.7191178,997.8952202,11974.74743,11955.64212,0.324085928,13528.42435,0.312726167,13627.29203,37.27191178,,,
1.98E-05,2150.783688,3750.712116,1599.928428,22.04649894,373.8435411,782.9860277,9395.836091,9376.780291,0.297502165,13213.91864,0.331480299,13436.48484,37.38435411,,,
1.98E-05,2322.326152,3968.411183,1646.085032,22.02912073,374.6621934,828.3413577,9940.100268,9921.027958,0.273827039,13340.42265,0.3475111,13393.99673,37.46621934,,,
1.98E-05,4233.70113,6389.61947,2155.918339,21.76702723,380.3186543,1332.780298,15993.36997,15974.04867,0.288547471,13878.73562,0.335823137,13475.15428,38.03186543,,,
1.97E-05,5024.101758,7389.607878,2365.50612,21.73996511,381.6005194,1541.113275,18493.3667,18474.01969,0.318287188,14221.41092,0.312316234,13428.71558,38.16005194,,,
1.97E-05,5046.083893,7413.787225,2367.703332,21.7336949,378.7661437,1546.151134,18553.82103,18534.46806,0.349160053,14119.07712,0.287308117,13165.72791,37.87661437,,,
1.98E-05,5174.190017,7572.780431,2398.590413,21.77335657,376.4931317,1579.271565,18951.26636,18931.95108,0.38653779,13582.16123,0.258259479,12692.62749,37.64931317,,,
1.99E-05,4902.777935,7227.012178,2324.234243,21.99243681,373.9702487,1507.219197,18086.6376,18067.53044,0.424988955,12563.31513,0.229980366,11993.79578,37.39702487,,,
1.99E-05,4377.28966,6568.982928,2191.693267,22.13847929,378.3841646,1370.118263,16441.42574,16422.45732,0.461597899,11182.67685,0.205230363,11108.9441,37.83841646,,,
1.99E-05,3197.867534,5076.009955,1878.142421,22.20129684,375.811385,1059.077379,12708.93363,12690.02489,0.483191334,9606.916412,0.193251878,10128.12379,37.5811385,,,
1.99E-05,744.4812311,1974.397749,1229.916518,22.37248688,373.5967959,412.8948752,4954.740484,4935.994372,0.461026556,8137.951373,0.212902614,9188.565805,37.35967959,,,
2.08E-05,0.000173704,1035.982374,1035.9822,22.55561596,374.9969719,217.3772526,2608.528074,2589.955935,0.428854011,7229.233764,0.24022372,8494.963586,37.49969719,,,
2.08E-05,0.00017549,1036.214103,1036.213927,22.57032683,375.1668756,217.4243647,2609.09342,2590.535256,0.400311193,6708.46974,0.265294405,8010.667163,37.51668756,,,
2.54E-05,2.85E-05,1035.844683,1035.844654,22.65830493,374.7935522,217.3404374,2608.086292,2589.611707,0.373875535,6404.825309,0.288787933,7669.855739,37.47935522,,,
2.56E-05,2.96E-05,1035.667263,1035.667233,22.67228143,374.6402236,217.3023684,2607.629464,2589.168158,0.348558499,6243.718568,0.311207336,7437.974539,37.46402236,,,
2.58E-05,2.85E-05,1035.488094,1035.488065,22.69349841,374.4788452,217.2633619,2607.161386,2588.720235,0.323635841,6186.627026,0.33294925,7291.538806,37.44788452,,,
2.61E-05,3.16E-05,1035.697729,1035.697697,22.76663803,374.5774535,217.3012455,2607.61599,2589.244321,0.298513816,6215.740899,0.354348668,7218.201423,37.45774535,,,
2.10E-05,0.000188088,1035.883034,1035.882846,22.7799514,374.7117381,217.3387969,2608.066607,2589.707586,0.272631959,6325.353861,0.375711747,7210.822758,37.47117381,,,
2.10E-05,0.000190543,1035.429712,1035.429521,22.76761917,374.3642109,217.245331,2606.945015,2588.574279,0.245395122,6518.879732,0.397335952,7265.961633,37.43642109,,,
1.99E-05,959.8784872,2247.21274,1287.334253,22.54876019,374.0157786,469.7173539,5636.610502,5618.03185,0.237218477,6810.843427,0.40544789,7384.358192,37.40157786,,,
1.99E-05,1531.533144,2970.490541,1438.957397,22.34274443,375.1458145,620.4164785,7445.000721,7426.226354,0.239356075,7137.746233,0.405824396,7526.120417,37.51458145,,,
1.99E-05,1937.244703,3483.978041,1546.733337,22.18218626,376.0930822,727.4057089,8728.871999,8709.945101,0.248215418,7456.131938,0.400902536,7668.438677,37.60930822,,,
1.99E-05,1668.558076,3143.13596,1474.577884,22.22081708,374.9107947,656.3939124,7876.730099,7857.839901,0.249209102,7733.77241,0.400521957,7794.732963,37.49107947,,,
1.98E-05,1931.328438,3474.480638,1543.1522,22.11004894,374.5569963,725.4327951,8705.197023,8686.201595,0.254049824,8009.665876,0.396881385,7920.822,37.45569963,,,
1.98E-05,1767.163199,3262.437321,1495.274122,22.09972753,370.8640957,681.2579389,8175.098537,8156.093304,0.253435022,8263.171791,0.396233625,8035.536236,37.08640957,,,
1.98E-05,1533.981958,2961.135067,1427.153109,22.0891352,365.5241141,618.4874994,7421.852962,7402.837666,0.245758254,8524.278385,0.399607481,8148.762919,36.55241141,,,
1.99E-05,1569.195224,2998.839699,1429.644475,22.0651258,360.1824603,626.3445287,7516.137351,7497.099246,0.23652568,8842.039137,0.403135476,8276.257232,36.01824603,,,
1.98E-05,2544.446782,4233.203658,1688.756877,21.97464707,362.2191226,883.510747,10602.13321,10583.00915,0.246018958,9238.339949,0.392987515,8415.716558,36.22191226,,,
1.97E-05,3234.041201,5109.560269,1875.519069,21.79997923,366.5679335,1066.098796,12793.19067,12773.90067,0.268212194,9605.219377,0.373156034,8520.423178,36.65679335,,,
1.97E-05,3660.879393,5645.705071,1984.825678,21.76943365,364.205881,1177.798003,14133.58169,14114.26268,0.297943863,9862.800646,0.347312669,8565.531093,36.4205881,,,
1.98E-05,4303.976591,6463.713592,2159.737001,21.762848,368.704895,1348.216898,16178.60925,16159.28398,0.341311915,9949.127391,0.311801022,8527.490695,36.8704895,,,
2.00E-05,4409.581871,6598.143083,2188.561212,21.83609671,369.4555233,1376.217232,16514.61339,16495.35771,0.388438126,9745.284962,0.273981557,8366.266801,36.94555233,,,
1.99E-05,4243.214367,6386.691875,2143.477508,22.049364,368.2277533,1332.148031,15985.78277,15966.72969,0.435386407,9241.968197,0.237237858,8069.213988,36.82277533,,,
1.99E-05,3438.502299,5366.039115,1927.536816,22.13730776,364.8419862,1119.505162,13434.06732,13415.09779,0.469878124,8479.418466,0.210420168,7656.09477,36.48419862,,,
1.99E-05,2132.668516,3726.265914,1593.597398,22.27381715,372.3961463,777.875075,9334.504633,9315.664786,0.48196441,7598.047209,0.200413568,7178.544951,37.23961463,,,
2.07E-05,0.000182224,1030.39327,1030.393088,22.58275602,370.5472639,216.2107077,2594.52953,2575.983174,0.45270732,6796.45187,0.219543621,6716.171749,37.05472639,,,
2.08E-05,0.000181992,1034.847968,1034.847786,22.61614955,374.0431509,217.1361259,2605.634553,2587.119921,0.4270455,6291.17432,0.23699506,6365.612838,37.40431509,,,
2.08E-05,0.000181436,1035.874901,1035.87472,22.65857718,374.8170715,217.3467113,2608.161579,2589.687253,0.403757065,5952.82189,0.253171406,6093.416614,37.48170715,,,
2.08E-05,0.000181377,1035.556307,1035.556126,22.6591442,374.5643292,217.2802927,2607.364556,2588.890769,0.382063228,5723.004815,0.268367176,5881.350469,37.45643292,,,
2.09E-05,0.000184268,1035.175507,1035.175323,22.72095378,374.2059432,217.1960661,2606.353836,2587.938768,0.361431827,5569.410225,0.282799076,5715.76133,37.42059432,,,
2.09E-05,0.000186003,1034.348684,1034.348498,22.76669251,373.5092555,217.0201905,2604.243327,2585.871711,0.341445113,5474.718538,0.296652009,5588.909993,37.35092555,,,
2.09E-05,0.00018727,1033.901438,1033.90125,22.83478909,373.0924783,216.9216231,2603.060519,2584.753594,0.321770079,5428.785785,0.31007129,5494.29538,37.30924783,,,
2.00E-05,462.8796934,1617.217145,1154.337452,22.70792476,372.1214437,338.4557237,4061.470309,4043.042864,0.312269114,5425.852746,0.316411047,5427.394893,37.21214437,,,
1.99E-05,1383.967025,2781.683335,1397.71631,22.58917235,373.012627,581.0621506,6972.748597,6954.208336,0.322938974,5439.886022,0.308986594,5373.122107,37.3012627,,,
1.99E-05,1654.142401,3123.874206,1469.731805,22.44541229,373.8707649,652.363268,7828.362347,7809.685514,0.339668088,5425.163944,0.297286553,5307.544276,37.38707649,,,
1.99E-05,1611.456601,3069.096207,1457.639607,22.35224463,373.2764367,640.9585653,7691.50586,7672.740518,0.355854127,5366.296974,0.285834725,5224.166385,37.32764367,,,
1.99E-05,1486.669441,2911.319369,1424.649928,22.39333544,373.1190819,608.0851507,7297.024727,7278.298421,0.369978397,5267.944948,0.275758956,5126.162194,37.31190819,,,
1.99E-05,778.4379825,2015.464189,1237.026206,22.52461209,372.0108973,421.4383368,5057.262064,5038.660472,0.369413855,5138.009196,0.275571555,5016.885797,37.20108973,,,
1.99E-05,529.0022289,1700.95616,1171.953931,22.57517137,372.4145454,355.9118544,4270.943961,4252.3904,0.364250744,5012.211101,0.278550326,4912.731441,37.24145454,,,
2.12E-05,0.000197031,1034.027602,1034.027405,22.80406884,373.2206371,216.9503394,2603.405115,2585.069006,0.348264826,4899.220007,0.288827119,4817.579001,37.32206371,,,
2.13E-05,0.00019298,1033.497538,1033.497345,22.80631131,372.798942,216.8397319,2602.077824,2583.743845,0.332828662,4818.943084,0.298755902,4741.271457,37.2798942,,,
1.99E-05,208.7623988,1294.643231,1085.880832,22.63990016,370.9303352,271.2582371,3255.100147,3236.608078,0.322297792,4767.403644,0.305379722,4682.227301,37.09303352,,,
1.99E-05,857.2934656,2113.431392,1256.137927,22.45199704,370.7796584,441.8539114,5302.249058,5283.578481,0.326259804,4732.864729,0.302281482,4634.721492,37.07796584,,,
