Imports,Net Electric,Gross Electric,Recirc Power,Salt Heating,Fixed plant power,Var plant power,Reactor Thermal power,Turbine Thermal input,Tritium inventory,Tritium exports,Deuterium inventory,Deuterium imports,Commitment State,Storage Inventory,Charge per Hour,Discharge per Hour,Net charge rate
1.2123850403986378e-6,8690.614103058555,12107.117482189498,3416.5033791309443,2.4927662081821826e-8,445.33135371936464,2525.8406716677737,30310.100184053357,30267.793705473745,0.07050195539122976,30386.963859867035,0.07004540865722712,30274.21806892016,44.53313537193647,0.0,0.0,0.0,0.0
1.240807597303139e-6,8690.614103183514,12107.117482349378,3416.5033791658643,2.494923470311727e-8,445.331353720957,2525.8406717010803,30310.10018445304,30267.79370587345,0.06983966110862619,30405.16434885744,0.07008707071567598,30319.076432335845,44.5331353720957,0.0,0.0,0.0,0.0
1.250702788055037e-6,8690.614103014403,12107.117482129852,3416.503379115449,2.4242835681403183e-8,445.3313537169268,2525.8406716554014,30310.10018390489,30267.79370532463,0.06910885303329466,30415.005996267246,0.07023456751021799,30341.87892549908,44.53313537169268,0.0,0.0,0.0,0.0
1.2515416945485515e-6,8690.614103120985,12107.117482266796,3416.503379145813,2.409030452324379e-8,445.331353718901,2525.8406716839436,30310.100184247396,30267.79370566699,0.06834102087195423,30420.32465692349,0.07043135711714789,30352.499248487846,44.533135371890104,0.0,0.0,0.0,0.0
1.2353654312071511e-6,8690.61410320339,12107.11748236916,3416.503379165771,2.409214041990806e-8,445.33135371753156,2525.8406717052694,30310.100184503306,30267.7937059229,0.06753987054495084,30425.111048622603,0.07066326857698628,30360.066384635444,44.533135371753154,0.0,0.0,0.0,0.0
1.2600778637159039e-6,8690.614103274993,12107.117482464155,3416.5033791891638,2.409225627833287e-8,445.33135372113327,2525.84067172506,30310.100184740793,30267.793706160388,0.06670331350554268,30430.197461230164,0.07091526773339905,30364.39435498674,44.53313537211333,0.0,0.0,0.0,0.0
1.2681929654181808e-6,8690.614103108313,12107.117482250236,3416.5033791419246,2.4742515914816044e-8,445.33135371786227,2525.840671680442,30310.100184205377,30267.79370562559,0.06582720481889104,30435.879266974443,0.07117956727672879,30367.04451928071,44.53313537178623,0.0,0.0,0.0,0.0
1.2773481232466266e-6,8690.614103052829,12107.117482177051,3416.503379124224,2.4823040797318204e-8,445.33135371533405,2525.840671665189,30310.10018402234,30267.79370544263,0.06490317829129479,30442.762794917082,0.0714525897708038,30368.923911789112,44.533135371533405,0.0,0.0,0.0,0.0
1.2343848725810993e-6,8690.614103073838,12107.117482205262,3416.5033791314263,2.4844876657691e-8,445.3313537166389,2525.8406716710647,30310.100184092847,30267.79370551316,0.06392210299087767,30450.957896496395,0.07173414678924203,30370.76270737521,44.53313537166389,0.0,0.0,0.0,0.0
1.239259366895475e-6,8690.614102951537,12107.117482051586,3416.5033791000506,2.408694035229044e-8,445.33135371797687,2525.8406716391087,30310.100183709375,30267.793705128966,0.06298351369112369,30444.856288271778,0.07202779238954973,30373.367237623494,44.533135371797684,0.0,0.0,0.0,0.0
1.2463081625079278e-6,8690.614103129823,12107.117482273812,3416.50337914399,2.425888101354429e-8,445.33135371546115,2525.840671685392,30310.10018426478,30267.793705684533,0.06199637184894374,30451.83104048005,0.07233775592567454,30376.882999096226,44.533135371546116,0.0,0.0,0.0,0.0
1.240148745891722e-6,8690.614103129099,12107.117482275955,3416.503379146856,2.409798386675906e-8,445.3313537180286,2525.8406716858512,30310.10018427029,30267.79370568989,0.060978674331461466,30456.220841588874,0.0726634816466785,30380.279021379985,44.53313537180286,0.0,0.0,0.0,0.0
1.2828013561351272e-6,8690.61410303117,12107.117482152406,3416.503379121237,2.409167126555873e-8,445.33135371815456,2525.8406716601125,30310.100183961422,30267.793705381016,0.059939709820310265,30459.276482872367,0.07300905816206488,30384.555949712696,44.533135371815455,0.0,0.0,0.0,0.0
1.2984116070953609e-6,8690.614103059712,12107.117482184582,3416.5033791248716,2.408383232734502e-8,445.3313537150934,2525.8406716668164,30310.10018404187,30267.793705461456,0.05888644283076495,30461.331790080047,0.07337626122151147,30389.215470411196,44.533135371509346,0.0,0.0,0.0,0.0
1.2841672868208739e-6,8690.614103075712,12107.117482206104,3416.503379130392,2.409172165426044e-8,445.3313537161233,2525.8406716712993,30310.100184095667,30267.79370551526,0.057824954852249706,30462.51359054134,0.0737646360619333,30393.777010658392,44.53313537161233,0.0,0.0,0.0,0.0
1.2677974359223154e-6,8690.614103012336,12107.11748212488,3416.503379112546,2.4867207641850168e-8,445.3313537144846,2525.8406716543163,30310.10018389187,30267.793705312204,0.05676157781868962,30462.78590560583,0.07417330066427075,30398.148516309528,44.53313537144846,0.0,0.0,0.0,0.0
1.2660825231943823e-6,8690.614103144047,12107.117482295618,3416.5033791515716,2.4757459201699266e-8,445.33135371804053,2525.8406716898953,30310.10018431882,30267.793705739048,0.055703163349131175,30462.074084905427,0.0746007764127,30402.201449226286,44.53313537180405,0.0,0.0,0.0,0.0
1.2539426732584637e-6,8690.614103056289,12107.117482183792,3416.503379127506,2.504591282918767e-8,445.33135371700604,2525.840671666576,30310.100184038984,30267.793705459484,0.054656084359964094,30460.44687964579,0.07504521931776166,30405.857086941047,44.5331353717006,0.0,0.0,0.0,0.0
1.2406406081217493e-6,8690.614102986608,12107.117482097512,3416.503379110904,2.8592790581704137e-8,445.33135371511327,2525.84067164832,30310.10018381991,30267.793705243785,0.053625893595465095,30458.022090835475,0.07550459305696293,30409.073991342728,44.53313537151133,0.0,0.0,0.0,0.0
1.2478004865051353e-6,8690.614103077838,12107.117482216003,3416.503379138166,2.8591657635886522e-8,445.3313537176907,2525.8406716730055,30310.100184116138,30267.793705540007,0.052617357543720655,30454.912648384186,0.0759764069862606,30411.7542775915,44.53313537176907,0.0,0.0,0.0,0.0
1.2289234066462584e-6,8690.614103040154,12107.117482167992,3416.50337912784,2.8573783664436412e-8,445.33135371738365,2525.8406716630047,30310.10018399613,30267.793705419987,0.05163473761742237,30451.19109389784,0.07645700721595829,30413.64731908537,44.53313537173837,0.0,0.0,0.0,0.0
1.2339428241625764e-6,8690.614102999123,12107.117482103138,3416.5033791040164,2.4632453182830517e-8,445.3313537107005,2525.8406716498052,30310.100183837738,30267.793705257845,0.05068102710114646,30447.039572485166,0.07694237432531179,30414.674361157027,44.53313537107005,0.0,0.0,0.0,0.0
1.2046316299479139e-6,8690.614103188353,12107.117482350126,3416.503379161774,2.481641465879497e-8,445.33135371683284,2525.8406717012467,30310.100184455034,30267.793705875316,0.049755870426768614,30442.939097509272,0.07742927780493247,30415.005378552458,44.53313537168329,0.0,0.0,0.0,0.0
1.1968879667487683e-6,8690.614103047092,12107.117482170723,3416.5033791236337,2.4260618923619528e-8,445.33135371658005,2525.840671663915,30310.100184007053,30267.793705426808,0.048860820979324225,30438.61547334396,0.07791039482193181,30413.758662872733,44.533135371658005,0.0,0.0,0.0,0.0
1.1999394798719907e-6,8690.614102979973,12107.11748208776,3416.503379107789,2.4232654869035894e-8,445.33135371804474,2525.8406716466334,30310.100183799674,30267.793705219403,0.04799380986113886,30434.588989524775,0.07837928069632541,30411.123416784412,44.53313537180448,0.0,0.0,0.0,0.0
1.2031246583624003e-6,8690.614103226952,12107.117482407744,3416.503379180794,2.423425454262153e-8,445.33135372438556,2525.840671713296,30310.10018459963,30267.793706019358,0.047151935399917494,30430.979265019054,0.07882848137556533,30406.882167922216,44.53313537243856,0.0,0.0,0.0,0.0
1.213029579413607e-6,8690.614103102957,12107.117482239626,3416.503379136672,2.4225554613106794e-8,445.33135371529573,2525.8406716782724,30310.100184179344,30267.793705599066,0.046332593765130915,30427.74351952031,0.07924896393342355,30400.694739759558,44.533135371529575,0.0,0.0,0.0,0.0
1.2152846336111551e-6,8690.614102915264,12107.117481999798,3416.5033790845323,2.422071796124549e-8,445.3313537131251,2525.8406716283084,30310.100183579776,30267.793704999494,0.045531998942561276,30425.051560432737,0.07963213199613747,30392.655190215282,44.53313537131251,0.0,0.0,0.0,0.0
1.2299260747542492e-6,8690.614103146034,12107.117482300666,3416.503379154633,2.4175606964973518e-8,445.3313537205862,2525.840671690993,30310.100184331994,30267.79370575167,0.04475168040685945,30422.139898008383,0.07996690423618345,30382.22812814503,44.533135372058624,0.0,0.0,0.0,0.0
1.2242454435342479e-6,8690.614102994734,12107.11748210177,3416.5033791070373,2.323055054415525e-8,445.33135371529744,2525.8406716496315,30310.10018383565,30267.793705254426,0.04399536928746206,30418.69229167531,0.08024535587367566,30370.093641061754,44.533135371529745,0.0,0.0,0.0,0.0
1.2090296504176914e-6,8690.614103137827,12107.117482293135,3416.5033791553074,2.8565688757308493e-8,445.331353718787,2525.8406716890768,30310.100184308994,30267.793705732838,0.04327518837358269,30413.503397009226,0.08045811092420123,30355.93906368603,44.5331353718787,0.0,0.0,0.0,0.0
1.2425561621271712e-6,8690.614103021271,12107.117482143689,3416.503379122419,2.8566993552197998e-8,445.331353717032,2525.840671657942,30310.100183935378,30267.793705359225,0.042607250482185464,30406.000089975183,0.08059567427454907,30339.738727451586,44.5331353717032,0.0,0.0,0.0,0.0
1.2532794684200023e-6,8690.614103034248,12107.117482153293,3416.5033791190463,2.856721882393241e-8,445.33135371165827,2525.840671659943,30310.10018395939,30267.793705383236,0.04201097793801939,30395.706992983567,0.08064926595852308,30321.646714729064,44.53313537116583,0.0,0.0,0.0,0.0
1.2584672128951651e-6,8690.614103186563,12107.117482351705,3416.503379165143,2.4062395022819e-8,445.3313537205677,2525.840671701635,30310.100184459698,30267.793705879267,0.04158341785905617,30371.47438489632,0.08061121380371458,30301.90170395362,44.53313537205677,0.0,0.0,0.0,0.0
1.2166065725302514e-6,8690.614103076121,12107.117482208483,3416.5033791323635,2.42168828792005e-8,445.3313537174836,2525.840671671785,30310.100184101495,30267.79370552121,0.041299247438450024,30350.87888324349,0.08047553562027603,30280.867806917635,44.53313537174836,0.0,0.0,0.0,0.0
1.2084350219011478e-6,8690.614103110303,12107.117482249856,3416.5033791395513,2.407121918650169e-8,445.3313537161863,2525.8406716804157,30310.100184205065,30267.79370562464,0.04117227902479295,30328.299301317355,0.08023362645057804,30257.979939714547,44.53313537161863,0.0,0.0,0.0,0.0
1.266153601336652e-6,8690.614102941698,12107.117482035814,3416.5033790941156,2.4066336485585122e-8,445.3313537153473,2525.840671635824,30310.10018366996,30267.793705089534,0.04119768121712537,30306.413536123928,0.07988158038407416,30234.250528689892,44.533135371534726,0.0,0.0,0.0,0.0
1.277910519925178e-6,8690.614103161732,12107.117482323225,3416.503379161494,2.406953941448387e-8,445.33135372284534,2525.8406716957015,30310.10018438849,30267.793705808064,0.04136763391619605,30285.65087823761,0.07941760302659806,30210.134509916916,44.533135372284534,0.0,0.0,0.0,0.0
